From	To
A7FLY4	UniRef50_A6TD45
A2RLU3	UniRef50_Q9CH83
Q4ZN83	UniRef50_Q9KTF8
A9AFF8	UniRef50_Q3SFF1
Q8WVM0	UniRef50_Q8WVM0
Q9Z7Q1	UniRef50_O84539
A1AHW2	UniRef50_Q6CZF0
Q8PGP9	UniRef50_Q8PGP9
Q87C24	UniRef50_Q9PBC0
Q9Y278	UniRef50_Q9Y278
Q2FEZ4	UniRef50_Q4L815
A3Q9T4	UniRef50_Q8EJG1
B2IEM1	UniRef50_B8EM14
Q8FE27	UniRef50_P52061
Q5F9X9	UniRef50_Q5F9X9
Q3KMB9	UniRef50_Q9Z8N6
B7LFY7	UniRef50_Q607L0
Q0P8U0	UniRef50_Q0P8U0
A7X2S4	UniRef50_Q2FY32
P18177	UniRef50_P18177
Q6G8M6	UniRef50_C0SP93
Q62JV2	UniRef50_Q8EBR5
Q8TIX0	UniRef50_Q8TIX0
Q9AV97	UniRef50_Q9AV97
B7M195	UniRef50_Q8X4V5
Q59992	UniRef50_Q9K0B5
Q8E5U3	UniRef50_Q9A0I1
Q39CE6	UniRef50_A1VUJ6
Q3IZB8	UniRef50_Q8UAA5
P49595	UniRef50_P49595
B5FPZ6	UniRef50_Q9CPH1
Q0RDK8	UniRef50_Q44428
Q1JKN2	UniRef50_Q9CI22
P39873	UniRef50_P39873
Q7NX30	UniRef50_Q7NX30
A7NAI2	UniRef50_B0TZI5
Q9D853	UniRef50_Q9D853
B0BSX5	UniRef50_Q8Z2B3
Q99VW1	UniRef50_Q49VK4
B1LQL7	UniRef50_P37679
Q5PDP5	UniRef50_Q9KSX1
Q161G5	UniRef50_Q9ZCE8
F4J9Q6	UniRef50_F4J9Q6
A4IYJ0	UniRef50_B0TXQ6
E4V2N3	UniRef50_A1D8I8
A9FA52	UniRef50_O32513
P38563	UniRef50_P38563
B7INA1	UniRef50_Q92E86
Q6GIL6	UniRef50_Q2G030
P08881	UniRef50_P08881
Q3B4Y6	UniRef50_Q8KEF4
Q5HB02	UniRef50_B9MQ24
Q2S2V6	UniRef50_Q2S2V6
A0QMX9	UniRef50_A0QNM1
P27253	UniRef50_O86028
Q63844	UniRef50_P63085
A9AC50	UniRef50_B2JJW3
B4T1M4	UniRef50_Q6D012
Q8K3K7	UniRef50_Q8K3K7
Q827S4	UniRef50_Q9KXP9
Q24MK9	UniRef50_Q7V9I0
Q96G74	UniRef50_Q96G74
B2VBT8	UniRef50_Q8ZQQ7
Q9QJ30	UniRef50_P24433
Q9NAS9	UniRef50_Q9NAS9
P11175	UniRef50_C7N8L9
A7GN01	UniRef50_O34925
B5QV72	UniRef50_Q8ZBU2
Q9LX20	UniRef50_Q9LX20
Q0SQC0	UniRef50_Q890M2
A3MYN0	UniRef50_P57349
Q5WTK7	UniRef50_Q5ZSC5
Q9AYT7	UniRef50_Q0ITU1
A6L169	UniRef50_A6L169
Q9Y7P3	UniRef50_Q9Y7P3
Q02SF2	UniRef50_Q9ZI86
B0RUI8	UniRef50_Q9PB12
B7K0B0	UniRef50_B0TAF7
P21639	UniRef50_P21639
Q929Q1	UniRef50_Q8Y5E6
A7MML2	UniRef50_A5F2S7
B0VKU6	UniRef50_Q4FQC0
Q9P275	UniRef50_Q9P275
B1ZMD5	UniRef50_B1ZMD5
P9WKE3	UniRef50_Q8G5P2
Q7U3D7	UniRef50_Q7V3U5
Q3ISC1	UniRef50_Q3ISC1
Q9T9X5	UniRef50_P03897
B7GPW2	UniRef50_B9EXM2
Q2P1Q3	UniRef50_A7MN07
Q5XA18	UniRef50_Q04LZ5
A0A179H0I3	UniRef50_A0A179H0I3
Q8MAJ0	UniRef50_P12073
P59249	UniRef50_P59249
A1VEI5	UniRef50_Q72CQ9
C7YRS6	UniRef50_Q5BDJ6
Q2FJE2	UniRef50_P14192
B3PB31	UniRef50_B3PB31
B7KUF7	UniRef50_Q9LCT0
Q2P6Z0	UniRef50_P80244
Q32BY6	UniRef50_Q8XD03
Q0T810	UniRef50_P30750
B1ZXD5	UniRef50_B1ZXD5
Q8BJW7	UniRef50_Q96AY2
Q8DF07	UniRef50_Q8EC52
P10401	UniRef50_P10401
A4G262	UniRef50_B0TAF7
B7MQK2	UniRef50_Q8XD23
Q3ARQ5	UniRef50_Q3ARQ5
Q73G93	UniRef50_Q3YS43
Q8PSV9	UniRef50_Q2FPJ4
F6TQD1	UniRef50_F6TQD1
P57613	UniRef50_Q8K930
I6Y9J2	UniRef50_O53223
Q73GZ0	UniRef50_Q3YT10
C3K2R5	UniRef50_Q889Q3
A5CDM6	UniRef50_Q92G19
B9J8D0	UniRef50_A6U5J1
B7MBE8	UniRef50_P41393
Q2FDU4	UniRef50_Q99R74
P37215	UniRef50_P21357
Q8PTU3	UniRef50_Q8TPX2
A8M2A3	UniRef50_A0QZ47
Q9ZUI3	UniRef50_Q67XN2
Q8PEP3	UniRef50_Q8P3B0
B2GCB7	UniRef50_B2GCB7
B4RVJ6	UniRef50_A0KHH7
B1YK70	UniRef50_C4L3L1
A3DHI4	UniRef50_B5YKE0
P50525	UniRef50_P50525
A8ZTL5	UniRef50_Q72AR0
Q3YSK1	UniRef50_Q3YSK1
P36143	UniRef50_P36143
Q0H8X4	UniRef50_Q0H8X4
A6QGB6	UniRef50_Q8DVK4
Q8PJ41	UniRef50_Q9PGJ4
B2K7F7	UniRef50_P00960
B7UJ69	UniRef50_P45164
A6WPD0	UniRef50_Q9KKP3
Q31N15	UniRef50_B1X3M8
P32701	UniRef50_P32701
Q8FPI2	UniRef50_Q6A8V3
D8IJV0	UniRef50_P37547
Q55ER8	UniRef50_Q55ER8
Q0CDB9	UniRef50_Q5AVF8
P30579	UniRef50_P30583
A6TKJ0	UniRef50_A6TKJ0
Q1H152	UniRef50_Q1H152
B0BWL5	UniRef50_Q9ZDV6
Q4IEV5	UniRef50_Q4IEV5
P22062	UniRef50_P22062
Q54SA1	UniRef50_Q54K50
C1EWE6	UniRef50_P54166
A3D4A1	UniRef50_Q081U0
B3ESC6	UniRef50_A6L8V3
Q8CX42	UniRef50_Q9PM72
Q957T2	UniRef50_Q8WEW3
Q2NHE3	UniRef50_Q2NHE3
Q0SNU2	UniRef50_Q0SNU2
A5N6K3	UniRef50_A0Q1T2
A4FG18	UniRef50_Q9F1Y5
B5BAK2	UniRef50_Q8FA49
Q83KJ5	UniRef50_Q57MS0
P0CL19	UniRef50_P0CL19
Q6M4B7	UniRef50_Q6M4B7
A6L5E7	UniRef50_Q8A9A2
Q2GHT7	UniRef50_Q74BY3
Q9ZL13	UniRef50_P56114
B7KF08	UniRef50_Q980S6
P39125	UniRef50_P39125
Q98KQ6	UniRef50_A1B497
Q0A2I0	UniRef50_P03433
A4IW99	UniRef50_A7NEC0
A1WT71	UniRef50_Q0A526
A4WVH0	UniRef50_Q89MZ4
A1U4L8	UniRef50_Q2SC73
P59318	UniRef50_P59318
Q2G5S1	UniRef50_Q89K89
P59003	UniRef50_O33045
Q1QX72	UniRef50_Q0VQQ0
Q6CAX5	UniRef50_Q6CAX5
P80092	UniRef50_P80092
A5V3V1	UniRef50_Q2RPH3
B2S1N3	UniRef50_O51075
O27484	UniRef50_O27484
C1DHE6	UniRef50_A4VL73
B0STV8	UniRef50_B0SI93
B5FCP7	UniRef50_Q8ZNV1
P84302	UniRef50_P51931
A5UQF5	UniRef50_A5UQF5
Q8ZKB8	UniRef50_P39280
Q8XKU4	UniRef50_Q886M3
B9DNV3	UniRef50_C1D1C3
B0JJ52	UniRef50_Q7VDQ5
P36506	UniRef50_Q02750
Q7UXF5	UniRef50_Q7UXF5
B8GRC0	UniRef50_P12985
A0PSI5	UniRef50_B8ZSN3
Q5KUG6	UniRef50_P19669
Q97B93	UniRef50_Q6KZP5
Q3T0E7	UniRef50_P62136
Q9HTN3	UniRef50_Q8E9M0
B7NMJ5	UniRef50_Q8Z233
Q4HTS9	UniRef50_Q4HTS9
A4SWX7	UniRef50_B2JQF0
Q9ZCC4	UniRef50_Q9ZCC4
Q733B9	UniRef50_Q81JG8
Q4JU69	UniRef50_O86565
Q3Z2Y5	UniRef50_A7ZKS4
A6WNW2	UniRef50_Q8EEA9
Q2VZT7	UniRef50_Q2VZT7
A7MMK1	UniRef50_Q32FD6
Q6K9N1	UniRef50_Q6K9N1
B1LPR3	UniRef50_P16690
Q99024	UniRef50_Q99024
Q24W00	UniRef50_Q24W00
B2TN52	UniRef50_Q46A52
Q9S7H8	UniRef50_Q9S7H8
B1ZHI5	UniRef50_B1LYS1
A8MB76	UniRef50_A8MB76
B7J7N7	UniRef50_Q0I1H8
B7LV30	UniRef50_P0A8F6
Q0A5J1	UniRef50_O67035
Q9PDL1	UniRef50_Q8P7Q8
Q3IF46	UniRef50_P80244
C3P9M6	UniRef50_P37570
B5Z6T7	UniRef50_O25290
Q6DE87	UniRef50_O14757
Q3M6C3	UniRef50_Q3M6C3
Q9FLU8	UniRef50_Q8GXT2-2
C1CT78	UniRef50_Q9ZEE3
Q254S9	UniRef50_Q822W4
Q1I648	UniRef50_P57707
B8NA06	UniRef50_B8NA06
Q3BRN2	UniRef50_Q5ZRU1
Q6LUS3	UniRef50_Q8X4V5
Q2NSZ9	UniRef50_Q8ZED3
P81299	UniRef50_P81299
A5GLZ1	UniRef50_Q0IBC8
P47921	UniRef50_B4FK49
A6RJA2	UniRef50_A6RJA2
Q5D7I3	UniRef50_Q0PF16
Q03RV2	UniRef50_Q88WG8
A7ZHB6	UniRef50_P13514
Q65VC3	UniRef50_Q9KVY5
A9R145	UniRef50_P04787
P16503	UniRef50_P03431
B2JNZ4	UniRef50_B2JNZ4
Q9H9J4	UniRef50_Q9H9J4
Q72S40	UniRef50_Q050X6
B2IU46	UniRef50_Q7VEK9
Q1XDP5	UniRef50_A2RMI4
Q8YU48	UniRef50_Q8GCP5
Q8YZA1	UniRef50_Q8YZA1
A6UZ83	UniRef50_Q2S8V7
A4W6S5	UniRef50_Q6D8D2
Q8G1B5	UniRef50_P29917
Q9JLN9	UniRef50_P42345
A6LI95	UniRef50_Q8A5V7
Q5R5C2	UniRef50_P31939
Q88MQ7	UniRef50_Q886R2
P23478	UniRef50_P23478
Q9BT40	UniRef50_Q9BT40
Q0AEC9	UniRef50_O86033
P47357	UniRef50_P47357
Q0BSQ2	UniRef50_Q8UEQ2
P34882	UniRef50_P34882
C5CFR2	UniRef50_C5CFR2
P37678	UniRef50_P37678
Q3YSH6	UniRef50_Q2GDQ6
Q056R5	UniRef50_Q04W85
B9DKX8	UniRef50_Q49V29
Q5N2P0	UniRef50_Q31RL4
A3M7I8	UniRef50_Q8KAQ7
P9WQ27	UniRef50_P9WQ26
P20077	UniRef50_P51069
Q7V2F5	UniRef50_B0JRN7
B5QVG2	UniRef50_Q8XAV1
A5GFW8	UniRef50_Q6ZNI0
B0UTZ3	UniRef50_Q8XB34
Q7M9F6	UniRef50_Q7M9F6
Q2MJS2	UniRef50_Q9H1B7
A0QU34	UniRef50_A0QU34
A1K344	UniRef50_Q9JS61
A1SLW5	UniRef50_P80858
P34754	UniRef50_P34755
Q1R778	UniRef50_Q8XCV0
P04371	UniRef50_P04371
A1RLX8	UniRef50_A4Y4U3
B2IPW8	UniRef50_Q9CG17
Q8R5Y4	UniRef50_Q8R5Y4
A0K9W8	UniRef50_Q3JVA8
C5D2F9	UniRef50_P77835
Q1AY33	UniRef50_Q1AY33
Q6TYB1	UniRef50_Q6TYB1
P95276	UniRef50_P95276
Q4ZMF4	UniRef50_Q2S8V7
Q500C6	UniRef50_B5F0Z4
Q5U3H3	UniRef50_Q6AYF6
O24633	UniRef50_O23714
O67174	UniRef50_O67174
Q9PLG5	UniRef50_Q9PLG5
Q30YM2	UniRef50_Q72CS5
P22146	UniRef50_P22146
Q9LX33	UniRef50_Q9LX33
Q7W7H8	UniRef50_Q06734
C3KBZ7	UniRef50_Q5ZRJ9
A9VSP6	UniRef50_O07637
A8LIP0	UniRef50_Q5LWB2
A8F429	UniRef50_A8F429
A8FT67	UniRef50_Q0I3U8
Q95X01	UniRef50_Q95X01
Q9V198	UniRef50_O59303
P40740	UniRef50_P40740
Q2NYE5	UniRef50_B2FJU2
B1XY20	UniRef50_A9BUJ8
Q473G6	UniRef50_B4EDA2
O26843	UniRef50_O26843
A6QB70	UniRef50_A8EV83
P28437	UniRef50_P00875
A8ALW2	UniRef50_P39432
Q55462	UniRef50_Q55107
Q06850	UniRef50_Q06850
Q9S5G5	UniRef50_Q9S5G5
A6TYN9	UniRef50_Q4L383
Q0AF54	UniRef50_B3PK31
C6DCX9	UniRef50_Q8X7N7
Q3YU91	UniRef50_P07118
A0RHK3	UniRef50_P39070
P0CJ63	UniRef50_P0CJ63
P14617	UniRef50_P14616
A7IAH1	UniRef50_A7IAH1
Q1A249	UniRef50_P03366
P42458	UniRef50_P42458
Q88YH4	UniRef50_Q88YH4
Q32ER0	UniRef50_Q8XE94
B2TWR0	UniRef50_Q83R14
Q6HL15	UniRef50_A0RBZ3
B2TRM3	UniRef50_A6LU50
B2TIC9	UniRef50_Q899G5
P97311	UniRef50_Q14566
P65471	UniRef50_P45066
Q4UK35	UniRef50_Q9ZCG5
B1JM81	UniRef50_P45251
B2G6F5	UniRef50_Q1WT34
Q820T5	UniRef50_Q04DN4
Q2K966	UniRef50_Q8UEQ3
B7N5L8	UniRef50_Q8ZNF3
Q5M627	UniRef50_Q9A1B7
Q73VF7	UniRef50_Q820Y1
Q31GF1	UniRef50_P80244
A0KWN8	UniRef50_P43893
A8FTH9	UniRef50_P80244
B7UQI6	UniRef50_Q9KNX8
Q7VDR5	UniRef50_Q7NMG4
Q2KC36	UniRef50_A5VUZ8
A6TLM6	UniRef50_A0Q1N5
B6JMU2	UniRef50_O25731
B0VDQ0	UniRef50_Q8EDL5
Q8GZU0	UniRef50_Q8GZU0
A7NDC0	UniRef50_B0TY93
Q1I4C1	UniRef50_A4XQ60
Q1MGC4	UniRef50_Q89KU5
B0T134	UniRef50_Q1QH74
A0K5U6	UniRef50_Q7VW29
A1WY16	UniRef50_P43875
Q04AV7	UniRef50_Q04AV7
B1X7X6	UniRef50_A1S2T9
B4TZ50	UniRef50_P00960
A3PFH6	UniRef50_A2BTR9
P0AGJ5	UniRef50_P0AGJ6
Q7UVM5	UniRef50_Q7UVM5
Q2G1Z9	UniRef50_Q8Y8D7
Q97RH6	UniRef50_Q9CFM3
O34520	UniRef50_O34520
Q2K0X8	UniRef50_B9JK65
P07858	UniRef50_P07858
Q940S3	UniRef50_Q940S3
Q54271	UniRef50_O86938
P23617	UniRef50_Q1K6I4
A9IU96	UniRef50_Q98NP9
Q88RR1	UniRef50_Q88RR1
Q8DHY2	UniRef50_Q55422
O79548	UniRef50_O79548
Q9M8R7	UniRef50_Q9M8R7
Q72I89	UniRef50_Q72I89
Q5E8P6	UniRef50_Q8EJU7
Q4FSU1	UniRef50_Q4FSU1
B2IRR4	UniRef50_Q74JX6
A6TRU7	UniRef50_A8MHA3
B0VR94	UniRef50_O30557
Q39S09	UniRef50_Q74AE2
A2BIZ8	UniRef50_Q980S9
Q8PIX0	UniRef50_B2FPR2
Q46PS3	UniRef50_Q46PS3
B5EZB2	UniRef50_Q3IK75
Q8FG48	UniRef50_A6TBC8
Q8XCC6	UniRef50_Q8XCC6
Q9CYA0	UniRef50_Q9CYA0
P9WK07	UniRef50_Q9SRV5
Q2NJG7	UniRef50_Q2NJG7
B1YHQ9	UniRef50_Q65I56
A0K973	UniRef50_Q142M1
B6JNB7	UniRef50_P56141
Q479S8	UniRef50_Q9KVM1
B9DNK4	UniRef50_B1X3K4
Q1CSR1	UniRef50_P54380
Q94BU1	UniRef50_Q94BU1
Q661P2	UniRef50_Q97F13
Q196Y4	UniRef50_Q196Y4
Q65HJ2	UniRef50_P54523
Q6FQE9	UniRef50_Q754R2
Q7MM73	UniRef50_Q749N8
B3ENW0	UniRef50_Q8KEZ7
A3M1Y6	UniRef50_Q4FQC0
A1TZR8	UniRef50_P21151
Q8PVZ0	UniRef50_Q8TSZ1
Q3SP14	UniRef50_Q07H98
O25544	UniRef50_Q9PLU8
Q9D6Y9	UniRef50_Q04446
P14874	UniRef50_P27818
Q5E2C0	UniRef50_Q5E2C0
B7V3E6	UniRef50_Q9WYZ1
A4WCF6	UniRef50_Q8X7E7
Q04WV5	UniRef50_Q04NM2
P36286	UniRef50_Q66914
B8EA69	UniRef50_P43985
B8E8T0	UniRef50_Q8EBQ9
Q5GXU0	UniRef50_A1B486
Q9ER56	UniRef50_Q9ER56
Q54WD7	UniRef50_Q54WD7
Q12RU8	UniRef50_Q8ZRV8
Q03220	UniRef50_Q03220
O74781	UniRef50_Q05506
Q4FYU7	UniRef50_Q4FYU7
Q66S08	UniRef50_Q66S08
Q9K6Z1	UniRef50_O34520
B8GX16	UniRef50_P80244
Q8VC34	UniRef50_Q8VC34
A8XE00	UniRef50_Q9XW79
P0CP21	UniRef50_P34809
A6U3D8	UniRef50_Q49Z08
C0QEI1	UniRef50_O67798
P42293	UniRef50_P42293
P29093	UniRef50_O06994
B8I164	UniRef50_E8LIC0
Q0SQA7	UniRef50_Q0TML0
Q7VRU6	UniRef50_A1AW83
Q318B6	UniRef50_Q7TWW7
A5DSZ3	UniRef50_B5DGM3
Q7V8V2	UniRef50_Q7VDH4
Q8Y077	UniRef50_Q83BL7
Q55F83	UniRef50_P31683
O95396	UniRef50_O95396
Q255Z9	UniRef50_Q9PLJ7
B2K577	UniRef50_Q8X7Y4
A5VMX5	UniRef50_Q89WF1
Q2GWJ7	UniRef50_Q9P737
A7GCK7	UniRef50_Q2SM69
A6QBI5	UniRef50_O66601
Q2UN81	UniRef50_Q8J140
A1KBB4	UniRef50_Q98CY9
O22193	UniRef50_O22193
P23469	UniRef50_P49446
Q18EV7	UniRef50_Q9HN51
Q21534	UniRef50_Q21534
C5CKT1	UniRef50_C5CKT1
Q5NH18	UniRef50_A6VQA5
A4J272	UniRef50_A4J272
Q65GS5	UniRef50_O34526
P28887	UniRef50_P28887
B8E0U2	UniRef50_B8E0U2
B7MPG5	UniRef50_Q8FKC6
P27625	UniRef50_P27625
Q84934	UniRef50_P17765
Q9HMD4	UniRef50_Q5UZW6
Q9I3C3	UniRef50_B9KHN0
P9WHF3	UniRef50_P66029
Q7NNW1	UniRef50_Q7NNW1
A4WMK4	UniRef50_A8MC64
A1AXX8	UniRef50_A1AXX8
A5U157	UniRef50_P65866
Q8FGJ7	UniRef50_P76330
A5V881	UniRef50_Q9ZDE5
O02164	UniRef50_O02164
B7UJ86	UniRef50_Q4ZWR2
C5WYI7	UniRef50_B6TTW1
P65701	UniRef50_A0QWW3
Q74BX0	UniRef50_Q74BX0
P59717	UniRef50_Q8Y6R8
Q63009	UniRef50_Q99873
A4SDE6	UniRef50_Q9JZM7
C8Z951	UniRef50_P05374
Q9SHI2	UniRef50_Q9SHI2
Q5KH67	UniRef50_Q5KH67
Q8ZX61	UniRef50_Q8ZX61
A8MH89	UniRef50_A8MH89
O53795	UniRef50_Q73S85
Q97FX3	UniRef50_Q97FX3
B0SJT4	UniRef50_B8IZ74
Q252Y0	UniRef50_Q5L6Z3
A6WJH4	UniRef50_A1S321
A3PJH4	UniRef50_A4WU98
B5Z0G0	UniRef50_Q8X8X8
Q5L6Z3	UniRef50_Q5L6Z3
O35310	UniRef50_O35310
B5EZS3	UniRef50_Q88CF3
Q3IPM0	UniRef50_Q5V588
Q4KKP4	UniRef50_P07345
O67233	UniRef50_O67233
Q5L681	UniRef50_O84049
B7UVW9	UniRef50_B7UVW9
Q8X6Z5	UniRef50_B7VMA4
B6I5C4	UniRef50_Q9KTG1
A3PBV8	UniRef50_Q7VBL4
A4TQL2	UniRef50_A1JJ57
Q2U696	UniRef50_Q2U696
Q45271	UniRef50_Q45271
Q8Y4C1	UniRef50_Q5FKY0
A7MX33	UniRef50_Q9KSZ1
Q2YRQ9	UniRef50_Q8YHG4
A9R5S1	UniRef50_Q9KVY5
Q6AF89	UniRef50_P59011
Q92E90	UniRef50_Q8Y9G7
Q9UKQ2	UniRef50_Q9UKQ2
B5ZMW8	UniRef50_Q9KVD6
Q2FXC7	UniRef50_Q6GFP0
Q0C3M1	UniRef50_A6WWG8
B1W0I7	UniRef50_P56833
Q3KHM4	UniRef50_O68822
B3GZ78	UniRef50_Q8EJU7
Q4P7A4	UniRef50_Q4P7A4
Q5U5R9	UniRef50_Q5U5R9
O95568	UniRef50_O95568
Q8D3Q3	UniRef50_Q8D3Q3
Q9YGS1	UniRef50_Q9PTU8
Q2S1Z2	UniRef50_Q2S1Z2
O79553	UniRef50_Q95891
B0U794	UniRef50_Q8P3B0
O93982	UniRef50_P32485
A6U1T4	UniRef50_Q6GGU4
A5UM10	UniRef50_Q6M183
Q9ZC93	UniRef50_A8GQ98
Q743L8	UniRef50_A0R4M9
Q5PG49	UniRef50_Q8ZQQ7
A4W6A0	UniRef50_Q327L3
Q66C69	UniRef50_Q8EDX5
A5GJ90	UniRef50_Q7VDH8
Q5X752	UniRef50_Q5ZXN3
A7MMW9	UniRef50_A7MMW9
B3P538	UniRef50_Q9V9X4
Q5YD75	UniRef50_P0CE80
A4FZQ7	UniRef50_A6UT21
B2VIS3	UniRef50_Q7USA1
Q55EI8	UniRef50_Q55EI8
Q2S371	UniRef50_Q2S371
A7LXT3	UniRef50_A7LXT3
B5YJJ2	UniRef50_B5YJJ2
B5XPE3	UniRef50_Q9S5G4
Q9CMJ8	UniRef50_P45241
Q2J534	UniRef50_A0R4C0
P10649	UniRef50_P04905
O00187	UniRef50_O00187
Q0IDD8	UniRef50_P24060
A4Y944	UniRef50_Q8EBQ9
Q03133	UniRef50_Q03133
Q117Z3	UniRef50_Q98CY9
C4KKV9	UniRef50_Q97VW8
Q6FJJ8	UniRef50_Q6FJJ8
Q4KLK9	UniRef50_Q9CY97
Q3MFH9	UniRef50_Q8YXJ9
B5QVE8	UniRef50_Q8XAW8
A7HNS2	UniRef50_Q9WZ45
B2G8V2	UniRef50_Q04G60
Q9C6S7	UniRef50_Q94II3
B0TL87	UniRef50_P59301
A7MNY9	UniRef50_Q8ZDX0
Q819R8	UniRef50_P39765
A0Q999	UniRef50_Q8NLP6
A7HS58	UniRef50_P39438
Q9SU58	UniRef50_Q9SU58
Q9SKQ0	UniRef50_P34790
P9WP54	UniRef50_P0A535
P59478	UniRef50_P59478
Q94A52	UniRef50_P38919
A3P031	UniRef50_A1KAV7
Q2JK57	UniRef50_Q2JK57
Q02AZ6	UniRef50_Q02AZ6
Q81PL1	UniRef50_Q81PL1
Q30BK9	UniRef50_A2SFL8
A6VQX9	UniRef50_Q0I3U8
Q5F8T3	UniRef50_Q9JZI6
Q59LR2	UniRef50_Q59LR2
Q3KLQ4	UniRef50_Q6MEN1
B4JHP4	UniRef50_Q9VBX2
Q84P54	UniRef50_Q94CE5
C5BFT8	UniRef50_Q7N2S8
Q2KIS2	UniRef50_Q9H9J2
Q8RIQ3	UniRef50_Q8RIQ3
Q6GBY6	UniRef50_P37470
Q88A97	UniRef50_Q9I617
Q8CQ97	UniRef50_Q9S0S3
C1A383	UniRef50_Q4JU23
Q4L6X5	UniRef50_A9KIA6
A4TNI8	UniRef50_Q57M77
Q0CKU1	UniRef50_Q4WID9
Q5SIR5	UniRef50_Q72J47
Q2NHD6	UniRef50_O27801
Q59633	UniRef50_Q9I291
A0KEM2	UniRef50_Q83IN9
Q88I82	UniRef50_Q8PN74
A6WJU6	UniRef50_Q12QM6
Q4FMR0	UniRef50_Q4FMR0
B8NC58	UniRef50_B2WKX9
P68088	UniRef50_P00415
Q46YW7	UniRef50_B2JQF0
B9MMM6	UniRef50_B7GJ46
Q56114	UniRef50_P00509
Q3SI68	UniRef50_Q9HVX0
P51878	UniRef50_P51878
Q8FS13	UniRef50_Q8RSU9
Q5HEA4	UniRef50_Q5HEA4
Q9WJC7	UniRef50_P08411
Q9RR91	UniRef50_Q9RR91
B5QWU2	UniRef50_Q8ZMA4
A3CUB9	UniRef50_A3CUB9
Q5PD76	UniRef50_Q8ZH50
Q8PXH2	UniRef50_Q2FSF9
A3NCT8	UniRef50_Q62I60
Q4UVA7	UniRef50_Q9PDW9
A8ADU7	UniRef50_Q9KQM0
Q18JK6	UniRef50_Q2FSD3
B2SW86	UniRef50_Q8PJR9
B2IUT0	UniRef50_Q7V9I0
B7I534	UniRef50_Q3J8N5
A3DHM4	UniRef50_A3DHM4
A9IRQ9	UniRef50_Q11JR3
Q8XDV7	UniRef50_P16677
I7GQA7	UniRef50_I7GQA7
Q4FR76	UniRef50_Q4FR76
A1RFB3	UniRef50_P44922
A6Q128	UniRef50_Q74FT1
Q6YQY6	UniRef50_Q6YQY6
Q0AQY9	UniRef50_Q0AQY9
P07708	UniRef50_P18934
Q54KS8	UniRef50_Q5ZJQ2
A0LQG8	UniRef50_B8GU29
A5G7C7	UniRef50_B3E5I0
Q3BV47	UniRef50_Q9PA69
C1DDA2	UniRef50_Q6LQ72
B7LXU5	UniRef50_Q327L3
C5FD58	UniRef50_Q6BSM0
P50910	UniRef50_P24300
Q0ADS5	UniRef50_P45340
Q68G58	UniRef50_Q9UBZ4
Q9WY94	UniRef50_Q9WY94
Q6ANC2	UniRef50_Q6ANC2
Q845X9	UniRef50_Q13TW5
A8DYY5	UniRef50_A8DYY5
F4IDQ6	UniRef50_F4IDQ6
Q324J7	UniRef50_P45347
B4U5F8	UniRef50_Q57396
P04495	UniRef50_P04495
O03892	UniRef50_P00403
B6EHK1	UniRef50_B6EHK1
Q2LXN0	UniRef50_Q837V2
Q73WP9	UniRef50_Q9KZZ7
B2RIF9	UniRef50_Q89ZV6
Q11ES4	UniRef50_P28602
Q5PCL7	UniRef50_Q6D7H0
B0TY35	UniRef50_Q5ZXN3
B2HZV3	UniRef50_Q43963
A4TEW1	UniRef50_B2HDU8
Q6PE18	UniRef50_Q9BTU6
Q49Z39	UniRef50_Q5HMD0
P0DD78	UniRef50_Q8DRP0
P26945	UniRef50_P26945
Q20300	UniRef50_Q20300
Q1LTT6	UniRef50_Q8D2S6
B5QVR2	UniRef50_Q8EIM7
A2RJS3	UniRef50_Q9CFB4
Q02HS5	UniRef50_Q2Y865
A6V2H4	UniRef50_Q87YC5
P94462	UniRef50_P94462
A6VMR9	UniRef50_P44335
A4G7G5	UniRef50_Q31ND6
B7GY44	UniRef50_A8FVF7
B1IVW9	UniRef50_B7VS36
Q9A7M2	UniRef50_Q9A7M2
C6AR50	UniRef50_Q8FQX4
Q7VZ56	UniRef50_Q7VZ56
A0LT86	UniRef50_A0QT53
Q81T97	UniRef50_P39581
Q8DAN9	UniRef50_Q6D483
P0C1Q0	UniRef50_Q7A2M4
Q8NUF9	UniRef50_Q8Y3N3
Q8BFS6	UniRef50_Q8BFS6
Q98MC6	UniRef50_A6X0K1
A7FVY1	UniRef50_Q97I40
Q889Y6	UniRef50_Q889Y6
B5BI17	UniRef50_P0CG19
A7N6S2	UniRef50_A7N6S2
Q9L9F0	UniRef50_Q8GHB1
Q82VS8	UniRef50_Q82VS8
Q9SD39	UniRef50_Q9SD39
Q8MC99	UniRef50_Q2PMQ3
Q47XB6	UniRef50_Q9KSX1
P49036	UniRef50_Q9M111
A9VU80	UniRef50_B1MXV5
B2J0Q5	UniRef50_B2J0Q5
Q8Z2Z9	UniRef50_Q46A52
Q5A4P9	UniRef50_A7TPC9
P0AAI7	UniRef50_Q9KQH9
O32757	UniRef50_P50918
Q55637	UniRef50_Q55637
B4IF39	UniRef50_Q9VX25
A6VTV6	UniRef50_P18316
P40454	UniRef50_P40454
Q3Z5H8	UniRef50_A7ZHS0
P0A2I3	UniRef50_P0AES7
B2VG89	UniRef50_Q89WM2
Q88WT1	UniRef50_Q88WT1
B7UZU1	UniRef50_Q56589
Q06FV5	UniRef50_P56751
