From	To
P54572	CAB14287.1
Q62465	BAC28833.1
Q62465	AAH24586.1
Q62465	AAH25496.1
Q62465	CAA64807.1
A3D075	ABN60138.1
P96608	BAA19289.1
P96608	CAB12259.1
B5R7N6	CAR39733.1
Q6BIS1	CAG90363.2
A6UB96	ABR60926.1
O62849	CAA04502.1
Q1RB47	ABE07417.1
P9WND6	AAK44950.1
Q672K1	AAT80343.1
A1QYN6	AAX17428.1
P13663	CAA33675.1
P13663	CAA90378.1
P13663	AAS56024.1
P13663	DAA11998.1
Q2UHT9	BAE58876.1
Q187C6	CAJ68688.1
Q5NRM2	AAV88632.1
Q3K5H3	ABA76981.1
D9IFD5	ADJ39999.1
B6JH72	ACI93082.1
B6JH72	AEI06769.1
P0A3M9	AAK75326.1
P0A3M9	CAA06714.1
P0A3M9	AAL30965.1
P0A3M9	AAL30966.1
P0A3M9	AAL30967.1
P0A3M9	AAL30968.1
P0A3M9	AAL30969.1
P0A3M9	AAL30970.1
P0A3M9	AAL30971.1
P0A3M9	AAL30972.1
P0A3M9	AAL30973.1
P0A3M9	AAL30974.1
P0A3M9	AAL30975.1
P0A3M9	AAL30976.1
P0A3M9	AAL30977.1
Q6AYS8	AAH78929.1
O35945	AAB64411.1
O35945	AAH46315.2
P22318	AAC06141.1
P22318	AAP85842.1
Q4FTW7	AAZ18541.1
Q08210	AAC37170.1
Q08210	CAG25203.1
Q6AZW2	CAM13142.1
Q6AZW2	CAN88791.1
Q6AZW2	AAH77140.1
P08249	AAA39509.1
P08249	CAA30274.1
P08249	BAC24986.1
P08249	BAE39836.1
P08249	BAE35869.1
P08249	BAE22447.1
P08249	AAH23482.1
P08249	ABD77283.1
Q5PLN6	AAV79324.1
C6BYZ0	ACS78814.1
Q91XV4	BAB61727.1
Q9P7L3	CAB76046.1
G4N2X2	EHA53421.1
A9BBH5	ABX09187.1
Q9JZQ3	AAF41349.1
Q1ATH8	ABG05300.1
Q3YVJ0	AAZ90472.1
K0E3U5	AFT91382.1
P9WPL7	CCP45931.1
Q8YQE2	BAB75590.1
A5A8K9	ABW27180.1
A5A8K9	ABW27888.1
A5A8K9	BAF62343.1
A5A8K9	BAF62344.1
Q5RCE0	CAH90567.1
Q6MAA3	CAF24496.1
P18155	AAA39827.1
P18155	AAA39828.1
P18155	BAC36124.1
P18155	BAE35283.1
P18155	BAE38407.1
P18155	AAH19511.1
A7H2I1	ABS44261.1
P9WI84	AAK44410.1
A5UIX3	ABR00729.1
Q5BEJ7	CBF88297.1
Q5BEJ7	EAA65601.1
Q5FHY3	AAV43691.1
Q8PVW4	AAM31539.1
A3PBW4	ABO17239.1
Q08713	CAA44993.1
Q08713	AAY79614.1
P44803	AAC22308.1
Q01597	CAA78514.1
A1JJE5	CAL10733.1
B8HBS2	ACL40460.1
A8XNF0	CAP34381.1
P99116	BAB43615.1
P16163	CAA36203.1
P16163	AAF52555.1
P16163	ABC86484.1
P30608	CAA78354.1
P19132	AAA41153.1
P19132	AAB39890.1
P19132	AAA42300.1
Q7VAR8	AAQ00433.1
Q9LVD2	BAA96949.1
Q9LVD2	AED96872.1
B3QEE3	ACE99422.1
B7MHT7	CAR03895.1
Q2FYJ2	ABD30540.1
Q3C1E1	BAE47079.1
Q1R185	ABE57523.1
Q0DY59	BAF09829.1
Q54RR5	EAL65927.1
Q6GGZ5	CAG40422.1
A8ADP2	ABV11605.1
A9IQ81	CAK01023.1
A1RN69	ABM26114.1
Q5WCI9	BAD65921.1
B7LUN3	CAQ91236.1
Q6GBP9	CAG42321.1
P0C359	AAS46221.1
Q0K3N1	CAJ95393.1
Q47YL9	AAZ28463.1
P39868	BAA07395.1
Q8TQV6	AAM04846.1
Q60HI0	BAD51935.1
B7LGX1	CAU97164.1
P9WPM7	CCP45868.1
O70199	BAA28215.1
B5ERJ7	ACH85043.1
Q92I05	AAL03153.1
Q4P3D8	KIS66381.1
Q8RAE5	AAM24502.1
Q9C9U3	AAG52078.1
Q9C9U3	AEE35496.1
Q9C9U3	AEE35497.1
Q9C9U3	AAL91172.1
Q9C9U3	AAM91143.1
C3P8J4	ACQ46495.1
A4X4A5	ABP53705.1
P47199	AAB30620.2
P47199	AAH03800.1
P47199	BAA11463.1
Q50L96	BAD98197.1
Q50L96	ACF95828.1
Q50L96	EDV30743.1
Q50L96	AAM28691.1
P10370	CAA31823.1
P10370	AAA88615.1
P10370	AAL20976.1
B9MNV1	ACM59630.1
A2T332	ABG79599.1
B7N6C9	CAR14038.1
B8GGP5	ACL16300.1
C3LRS7	ACP06832.1
Q051Z3	ABJ78852.1
B4SLI5	ACF50495.1
Q8DQ60	AAK99637.1
A1R228	ABM06814.1
A7NAP0	ABU61043.1
Q09FW1	ABI49863.1
P77280	AAC74844.1
P77280	BAA15572.1
Q3SVK5	ABA03686.1
A8GW74	ABV79101.1
B9E9A2	BAH16813.1
A6V6F5	ABR82657.1
O80449	AAC27173.1
O80449	AEC09512.1
O80449	AAL32721.1
O80449	AAM13301.1
O80449	AAM63604.1
A3NAU2	ABN84122.1
C5A7J0	ACS34202.1
Q54EW8	EAL61808.1
Q54EW8	AAS47709.1
B7UVA7	CAW28440.1
A4WMX1	ABP51738.1
Q5HWN8	AAW34867.1
B7JC30	ACK79495.1
Q9I3D1	AAG04976.1
P07308	AAA42116.1
P07308	AAM34745.1
P07308	AAM34746.1
A9KW85	ABX47365.1
P9WGE6	AAK48327.1
Q8EQP2	BAC13608.1
A6TZ65	ABR51483.1
Q8FN87	BAC19070.1
Q2IMG0	ABC79989.1
Q1BAN7	ABG08047.1
A6VBN0	ABR84968.1
Q46082	AAB02935.1
B2FSQ8	CAQ44790.1
Q7N199	CAE15969.1
B4RFG1	ACG78731.1
A8ALS4	ABV14437.1
Q7Z144	CCD73227.1
A0A159BP93	ALI92653.1
A0KNL0	ABK39442.1
B3Q6V6	ACF03255.1
B5R1Q4	CAR31655.1
B4EEW4	CAR53699.1
B7IB81	ACJ42578.1
O59626	BAA25804.1
O59626	AAL81783.1
B6ELM6	CAQ78089.1
A9AJS6	ABX15053.1
A9AJS6	BAG43798.1
B7L4F1	CAU95915.1
Q1IF69	CAK13685.1
O67061	AAC07008.1
B9JUH7	ACM38100.1
A5CX08	BAF61523.1
K0J4Q8	BAA33808.1
K0J4Q8	BAM48332.1
Q04507	AAA66194.1
Q04507	CAD84855.1
Q04507	CAD85974.1
Q2RBK2	ABA91124.1
Q2RBK2	BAF27393.2
Q2RBK2	EAZ17158.1
Q9HEY7	AAG40775.1
Q9HEY7	AAL38992.1
Q9HEY7	AAL38994.1
Q9HEY7	EAA66114.1
Q9HEY7	CBF89897.1
Q313T7	ABB37809.1
A1WY83	ABM62645.1
Q9Z3Q8	AAD09416.1
Q9Z3Q8	AAK65920.1
B7UK05	CAS11092.1
Q9S850	AAF13276.1
Q9S850	BAC10904.1
Q9S850	AAF03458.1
Q9S850	AAF14844.1
Q9S850	AEE73732.1
Q9S850	AAK25957.1
Q9S850	AAM91797.1
Q2FFW6	ABD21614.1
B8DUV2	ACL29781.1
Q4VKV1	AAX46183.1
Q5R574	CAH93092.1
P24114	AAA27532.1
P24114	AAA27533.1
P24114	AAA27534.1
Q9KAN8	BAB05968.1
P30838	AAA51696.1
P30838	AAB46377.1
P30838	AAB26658.1
P30838	AAP35766.1
P30838	BAF84882.1
P30838	BAG37160.1
P30838	EAW50909.1
P30838	AAH04370.1
P30838	AAH08892.1
P30838	AAH21194.1
A5F4K5	ABQ21088.1
A5F4K5	ACP08058.1
C6DYX1	ACT16472.1
Q13162	AAB95175.1
Q13162	CAG46469.1
Q13162	CAG46506.1
Q13162	AAH03609.1
Q13162	AAH07107.1
Q13162	AAH16770.1
A1B2W3	ABL69857.1
F4JNU8	CAA21467.1
F4JNU8	CAB81490.1
F4JNU8	AEE86574.1
F4JNU8	ANM66441.1
A4J167	ABO48820.1
B1JMK1	ACA70028.1
O08393	AAB58164.1
O08393	BAB72999.1
A1BAM3	ABL72567.1
Q39Y23	ABB30851.1
A0A084R1M6	KFA70111.1
B7N8Q5	CAR11606.1
Q8VID1	EDM14225.1
Q8VID1	AAH70961.1
Q8VID1	BAB78529.1
P9WPM0	AAK45973.1
Q1GP77	ABF54545.1
Q7A183	BAB94807.1
Q828S5	BAC74298.1
Q9RFD3	CAB38729.1
Q9RFD3	AAF24279.1
Q9RFD3	ABA79454.1
P40110	CAA47968.1
P40110	CAA79712.1
P40110	BAB99366.1
P40110	CAF20314.1
Q053P2	ABJ78453.1
B5YEQ8	ACI19199.1
Q6YXP4	BAC85097.1
B1JTT6	ACA91093.1
P43751	AAC21848.1
B3EE57	ACD89191.1
O07835	BAA20528.1
O07835	BAD84325.1
Q8GAI8	CAD47916.1
C1DGW5	ACO80611.1
Q6IQE9	CAK04553.1
Q6IQE9	AAH71457.1
Q8Z5B2	CAD02554.1
Q8Z5B2	AAO68379.1
B1ZB17	ACB79252.1
P0A2F4	AAL20353.1
P0A2F4	AAA56997.1
P57502	BAB13125.1
P0A5W9	SIU01702.1
Q8DED3	AAO09174.1
P51093	CAA53580.1
B9KCQ2	ACM64341.1
Q95QK3	CCD68428.1
Q46XE1	AAZ62192.1
P61429	AAS96997.1
Q92S26	CAC45183.1
A3D684	ABN62247.1
Q83GV1	AAO44232.1
Q9SZR0	CAB43664.1
Q9SZR0	CAB79747.1
Q9SZR0	AEE85689.1
Q9SZR0	ABI49464.1
P0DKC6	BAA96983.1
P0DKC6	AED95981.1
P0DKC6	AAL38621.1
P0DKC6	AAK96564.1
P0DKC6	AAL32846.1
P0DKC6	AAM10215.1
P0DKC6	BAD95411.1
Q66FE1	CAH19639.1
B7M272	CAQ97156.1
Q7M8Z4	CAE10377.1
P29147	AAB59684.1
P29147	AAH85916.1
O35017	CAB13726.1
B2VET7	CAO96789.1
B2K5B9	ACC87830.1
P11344	BAA00341.1
P11344	BAA00079.1
P11344	AAA40516.1
P11344	CAA31273.1
P11344	AAA37806.1
P11344	AAA40517.1
P11344	BAA00340.1
P11344	CAA36033.1
O66554	AAC06517.1
C5CN79	ACS21442.1
A3PAY5	ABO16910.1
E3VWK4	ADO85592.1
P11156	CAA27757.1
P11156	AAD42624.1
Q2NVW4	BAE73711.1
A5GU20	CAK28379.1
Q1C8L9	ABG13203.1
Q9KZK8	CAB88921.1
B2VK48	CAO98225.1
Q923D2	AAH06617.1
Q923D2	AAH27279.1
Q1XDU9	BAE92312.1
M2YJK1	EME39085.1
B0V4S6	CAM88076.1
Q9KGN8	BAB03739.1
Q0TPD4	ABG84091.1
Q16DS0	ABG29873.1
A9R8G1	ABX86272.1
Q83RN5	AAN42841.1
Q83RN5	AAP16727.1
A5CNH4	CAN00611.1
P00449	AAA22600.1
P00449	AAA22767.1
P00449	AAA22765.1
B7M0D6	CAQ96931.1
A0R609	CAA67268.1
A0R609	ABK73944.1
A0R609	AFP42642.1
B5F7D6	ACH51056.1
P21050	AAA48051.1
Q3ITN9	CAI48494.1
A8GC31	ABV40671.1
B2IU79	ACC79650.1
Q66E17	CAH20116.1
A9IVC8	CAK01684.1
H2DH19	AEY75216.1
A8GS50	ABV76225.1
Q9HLE4	CAC11429.1
O81355	AAC24001.1
P30519	BAA04789.1
P30519	AAB22110.2
P30519	AAV38591.1
P30519	AAV28730.1
P30519	EAW85299.1
P30519	EAW85300.1
P30519	AAH02396.1
P30519	AAC05297.1
A8GCT6	ABV40926.1
P54150	CAA65991.1
P54150	CAB36755.1
P54150	CAB79422.1
P54150	AEE85015.1
P54150	AAK83645.1
P54150	AAN46787.1
P54150	AAM65092.1
Q45223	AAB00905.1
Q45223	BAC46644.1
B7HRI4	ACJ79438.1
Q1H1G9	ABE49668.1
P13922	AAA29580.1
P13922	AAA29586.1
P13922	AAB59212.1
P13922	AAA29585.1
P65256	BAB41455.1
Q2K3D8	ABC92648.1
Q2JRL7	ABD00734.1
A7ZQK7	ABV20250.1
Q8L3B3	CAD21689.1
B7MNW1	CAR06326.1
Q9ZW18	AAC95203.1
Q9ZW18	AEC08239.1
Q9ZW18	AEC08240.1
Q9ZW18	AEC08241.1
Q9ZW18	AAL38287.1
Q9ZW18	AAM10204.1
Q9ZW18	AAM62552.1
Q5F5A8	AAW90629.1
Q40593	AAC50031.1
M2YJJ3	EME39096.1
Q5HHC7	AAW37929.1
P0AGD5	AAG56645.1
P0AGD5	BAB35788.1
Q2FIQ3	ABD22388.1
Q17172	AAB67873.1
Q9KKM4	AAF96972.1
A8MS68	AAF37698.1
A8MS68	AEE75887.1
A8MS68	AEE75888.1
A8MS68	AAK91394.1
A8MS68	AAM52238.1
A8MS68	BAH19701.1
A2BQ71	ABM69932.1
B0K5Y2	ABY92258.1
Q63SL6	CAH36307.1
P72578	BAA10898.1
B0VPZ8	CAP02889.1
A1SJF2	ABL81937.1
P06762	AAA41346.1
P06762	AAH91164.1
Q7NHE8	BAC90530.1
Q8GYA3	AAC33200.1
Q8GYA3	AEE28437.1
Q8GYA3	ABK28390.1
Q8GYA3	BAC42416.1
B4RG67	ACG77191.1
A3N1H8	ABN74264.1
Q41709	AAC06027.1
Q41709	CAA47983.1
Q72X61	AAS44417.1
Q051U6	ABJ78899.1
Q47LH5	AAZ56697.1
A4IPB2	ABO67166.1
Q7NQ51	AAQ61949.1
B4SKS9	ACF50427.1
Q889Z8	AAO54141.1
B2UKY5	ACD05258.1
Q8VSR0	AAL48202.1
Q8VSR0	AAL48203.1
P0DC40	AAM79874.1
Q9A5A7	AAK24516.1
Q4UU71	AAY49402.1
A2BWM0	ABM72181.1
P80264	CAA53256.1
Q8ECP7	AAN56095.2
P93184	AAC12951.1
A0A0E3D8L6	AGZ20191.1
Q9KWR0	BAB07799.1
P33216	AAC45771.1
P55025	BAA06156.1
P55025	BAA06155.1
P55025	BAA31348.1
A0JJT9	ADN43683.1
A0JJT9	CAL69595.1
Q7VL56	AAP96403.1
Q0CJ62	EAU32816.1
B0T014	ABZ73504.1
Q2IJB7	ABC81747.1
Q8ZPE8	AAL20484.1
A7YWE4	AAI34525.1
P95480	AAB97504.1
Q84JT6	CAA17152.1
Q84JT6	CAB79140.1
Q84JT6	AEE84511.1
Q84JT6	AEE84512.1
Q84JT6	AAO42245.1
Q84JT6	AAO64111.1
Q84JT6	AAM64435.1
Q4FTK9	AAZ18649.1
Q9UTE2	CAB60703.1
Q5N7B4	BAD81779.1
Q5N7B4	BAD82647.1
Q5N7B4	BAF06729.1
Q5N7B4	BAS75243.1
Q5N7B4	EEE55677.1
Q5N7B4	BAG98743.1
Q6MPZ6	CAE78651.1
P54382	BAA12572.1
P54382	CAB14362.1
Q5E4J3	AAW86053.1
P07246	AAA34409.1
P07246	CAA89229.1
P07246	AAT93007.1
P07246	DAA09980.1
O45924	CAA16329.2
Q59738	CAA91017.1
Q9Z3T0	AAD16443.1
E7FHX6	AAB36947.1
E7FHX6	AAL80564.1
Q96HE7	AAF35260.1
Q96HE7	AAF06104.1
Q96HE7	AAQ88828.1
Q96HE7	BAF85528.1
Q96HE7	AAH08674.1
Q96HE7	AAH12941.1
Q6BQZ1	CAG87585.1
O48560	AAB88171.1
P10614	AAA34379.1
P10614	AAA34837.1
P10614	AAA34546.1
P10614	AAA34547.1
P10614	AAB68433.1
P10614	DAA06695.1
Q32L93	AAI09696.1
A9NGK6	ABX81486.1
Q9KVI4	AAF93338.1
C0QRI5	ACO03666.1
Q6CZS0	CAG76978.1
C0ZZY4	BAH33919.1
B8J8W8	ACL63566.1
A2XMV1	EAY92161.1
Q5R748	CAH92412.1
Q73BN8	AAS40309.1
A0R909	ABK83702.1
Q9Z311	BAA34804.1
A5I112	ABS35941.1
A5I112	CAL82723.1
Q5HGW9	AAW38004.1
A2S2A2	ABN03067.2
B7HL15	ACJ78050.1
A6X2G7	ABS15421.1
A5UIG1	ABR00567.1
A4IGL7	AAI35156.1
A4IGL7	DAA05635.1
Q8MJD0	AAN05316.1
A5A6H9	BAF62352.1
Q83FK5	AAO44815.1
Q81GI3	AAP08201.1
O66148	BAA25993.2
Q931P7	BAB57871.1
C1CKY8	ACO21164.1
Q9JYM0	AAF41875.1
P9WQA5	CCP45776.1
Q9JTB8	CAM09006.1
P37334	AAB63426.1
P37334	ABE37058.1
P94872	AAB39854.1
P94872	AAN48053.1
Q60HG3	BAD51952.1
Q60HG3	BAE00452.1
P22944	AAA33315.1
P22944	EAA65575.1
P22944	CBF88349.1
P0CW43	CAF30805.1
Q63DK0	AAU18835.1
Q05355	AAA02830.2
B4TRQ3	ACF89155.1
P77416	AAB88566.1
P77416	AAC75537.1
P77416	BAA16372.1
A0A0H3JT80	BAB58630.1
Q63PD9	CAH37449.1
Q5R7E3	CAH92317.1
A8FTT7	ABV36260.1
Q07Y86	ABI73028.1
B4TIG4	ACF69200.1
P45568	BAA32426.1
P45568	AAB08602.1
P45568	AAC73284.1
P45568	BAA77848.2
O34812	BAA22324.1
O34812	CAB12574.1
Q5HGP4	AAW38037.1
Q0T4H1	ABF03794.1
Q1LU84	ABF14239.1
C0MBS9	CAW94652.1
P24163	AAA24801.1
B0TIY0	ABZ76915.1
Q46267	CAA63749.1
O05239	CAB07922.1
O05239	CAB15126.1
C1AFY6	BAH27165.1
Q9LTM6	BAB02436.1
Q9LTM6	AEE77128.1
B8HGC3	ACL39485.1
Q69FB6	AAR05986.1
A4WLK6	ABP51273.1
B9DS53	CAR41947.1
P15121	AAA51713.1
P15121	AAA51714.1
P15121	CAA33460.1
P15121	AAA35560.1
P15121	AAA35561.1
P15121	AAA51715.1
P15121	AAA51712.1
P15121	AAB88851.1
P15121	AAN09721.1
P15121	BAG36230.1
P15121	CAG29347.1
P15121	CAG47000.1
P15121	AAV38662.1
P15121	EAL24070.1
P15121	EAW83814.1
P15121	AAH00260.1
P15121	AAH05387.1
P15121	AAH10391.1
A6T2A5	ABR88541.1
Q113I7	ABG51337.1
Q44044	CAA65427.1
P40747	CAB07952.1
P40747	CAB15100.1
P40747	AAA20558.2
A9KUB0	ABX47221.1
Q88S38	CCC80567.1
Q46A53	AAZ71239.1
Q67QU3	BAD39950.1
P66013	BAB94221.1
B2U573	ACD06290.1
O49069	AAB94892.1
B7UHV1	CAS10703.1
A9M880	ABX62878.1
Q42686	AAA84971.1
Q6HBI9	AAT63301.1
C4K0R8	ACR47169.1
P53647	AAG09425.1
P53647	AAG50084.2
P53647	AAS02504.1
P53647	CAA88245.1
Q32RT0	AAX45724.1
A1AS39	ABL00160.1
P32462	AAA18256.1
P32462	AAB30203.1
P32462	CAA96192.1
P32462	DAA10280.1
Q93379	CAB03763.1
Q93379	CAD88214.1
Q9W385	CAC20098.1
Q9W385	AAG35732.1
Q9W385	AAG35733.1
Q9W385	AAF46449.1
Q9W385	AAM11002.1
A6T7A0	ABR76471.1
A1JTY5	CAL12827.1
Q9DBS4	BAB23553.1
Q9DBS4	AAH48717.1
B3QZE2	ACF13835.1
O34214	AAC45885.1
A6VKT7	ABR73584.1
P9WNP7	CCP43201.1
P11356	AAA34361.1
Q89ER2	BAC52275.1
A5GQK3	CAK27162.1
A5GQK3	CAK28598.1
B7JR48	ACK91407.1
B2STC6	ACD58171.1
A7BJC4	BAF74776.1
Q39LH7	ABB06689.1
P24008	AAA42102.1
P24008	AAB36218.1
P24008	AAI27455.1
Q9VWH4	AAF48965.2
Q9VWH4	AAN09496.1
Q9VWH4	AGB95545.1
Q9VWH4	AAL90367.1
Q9VWH4	ADR83724.2
A8F1N2	ABV84818.1
Q6D8S1	CAG73813.1
O29513	AAB90494.1
P12807	CAA33209.1
P05189	CAA26927.1
P05189	AAA32674.1
Q99ZV6	AAK33942.1
Q99ZV6	AAZ51396.1
A6TPR4	ABR48182.1
A1JNX2	CAL13082.1
P25795	CAA38243.1
O48741	BAA96654.1
O48741	AAF86518.1
O48741	AEE27591.1
O48741	AAK82525.1
O48741	AAM91399.1
O48741	AAM66062.1
Q8DIV4	BAC09029.1
P0A0J3	AAD17309.1
P0A0J3	ABD30729.1
B7KYJ1	ACK84742.1
Q9EVI4	AAG31381.1
Q65LF6	AAU40108.1
Q65LF6	AAU22762.1
P49053	CAA59686.1
B5QZA1	CAR35609.1
B8G2M3	ACL21373.1
Q987T6	BAB53114.1
A0K608	ABK07935.1
Q5E8X6	AAW84520.1
Q6L3B1	AAT44681.1
A1AWC8	ABL02235.1
B7L441	CAU96191.1
Q9Z8M4	AAD18463.1
Q9Z8M4	AAF38283.1
Q9Z8M4	BAA98524.1
Q9Z8M4	AAP98256.1
B2TQ25	ACD25030.1
Q0VMY0	CAL17468.1
Q30RJ0	ABB44391.1
Q31LY2	ABB57937.1
P37116	AAA34240.1
Q2JPR2	ABD01214.1
Q8ZPM9	AAL20370.1
A9M3G1	ABX74055.1
B2J718	ACC79226.1
L0E2T7	AGA37264.1
A7MKX5	ABU76090.1
C5D802	ACS23783.1
Q6GIQ3	CAG39802.1
A0JTZ0	ABK02510.1
E0TW66	ADM39808.1
Q1RGF9	ABE05555.1
Q9Z0V6	AAD17992.1
Q9Z0V6	AAH60567.1
Q5M0P7	AAV62207.1
P22133	AAA34766.1
P22133	AAC49466.1
P22133	CAA99145.1
P22133	DAA10658.1
A4VMX4	ABP80325.1
Q8TR73	AAM04727.1
B1VG48	CAQ04737.1
Q96C36	AAP97169.1
Q96C36	BAF84602.1
Q96C36	EAW69762.1
Q96C36	AAH14868.1
Q96C36	AAH20553.1
Q0TDU9	ABG70880.1
P17596	CAA04215.1
P17596	CAE09941.1
Q52998	CAC46894.1
Q52998	AAA88523.1
P03190	CAA24842.1
P03190	CAD53405.1
A8A3P5	ABV07149.1
Q5IFP1	AAW31741.1
A0A075TRK9	AIG62134.1
A0A075TRK9	KGO52630.1
B2K567	ACC87778.1
Q07RY4	ABJ05300.1
C4L0V1	ACQ70914.1
Q42599	CAA59061.1
Q42599	AAC17054.1
Q42599	AEE36193.1
Q42599	AAK82503.1
Q42599	AAL62013.1
Q42599	BAE98516.1
Q42599	AAM65847.1
Q7MNU2	BAC93387.1
Q32K66	ABB60291.1
B0UUL6	ACA31246.1
Q53199	CAA92406.1
Q53199	AAB91878.1
B1HXC6	ACA38221.1
B0BNC9	AAI58772.1
P00435	CAB40806.1
P00435	AAI49309.1
O82191	AAC62126.1
O82191	AEC06941.1
O82191	AAL32812.1
O82191	AAO30034.1
Q97ZI8	AAK41200.1
A5F3I6	ABQ21825.1
A5F3I6	ACP08452.1
Q12RA0	ABE54026.1
Q6D245	CAG76149.1
Q63T18	CAH36155.1
P9WIS4	AAK45544.1
Q5ZSA6	AAU28671.1
A7H2B2	ABS43848.1
Q115L1	ABG50813.1
Q9KNI1	AAF95897.1
P37124	CAA50646.1
Q9MUR7	AAF43834.1
Q03GY3	ABJ67539.1
A8A770	ABV08374.1
O62698	AAC04702.1
O62698	AAC28562.1
O62698	AAC05592.1
Q8U0Z6	AAL81558.1
Q9ZMP1	AAD05761.1
Q5SRE7	BAG52969.1
Q5SRE7	EAW87844.1
Q5SRE7	EAW87845.1
Q5SRE7	EAW87847.1
Q5SRE7	AAH09373.1
Q5SRE7	AAH51300.1
Q5SRE7	AAH53853.1
Q9KRF0	AAF94842.1
Q48943	CAA63631.1
Q48943	AAZ70253.1
P59626	AAO80148.1
B4TZ64	ACF92796.1
A9R6N5	ABX87424.1
Q8N543	BAB13438.1
Q8N543	BAA91838.1
Q8N543	BAB13967.1
Q8N543	BAB14226.1
Q8N543	BAB14880.1
Q8N543	AAH32919.1
Q6FCL9	CAG68191.1
Q1BZN5	ABF74920.1
B5XUD5	ACI06995.1
P49264	AAA19701.1
Q11CV9	ABG64766.1
Q8D8V3	AAO11199.1
Q1J6M7	ABF37956.1
C8TNB7	BAI24557.1
O25597	AAD07988.1
Q90W54	BAB69450.1
Q6CBE4	CAG82338.1
Q9ZD32	CAA14967.1
Q9PF27	AAF83661.1
P9WND8	AAK48031.1
A0A0E4AE72	AKE01130.1
Q5QJ60	AAS02108.1
Q0KBW5	CAJ92506.1
A0A144Y7G4	AMU19397.1
A1BHD5	ABL65812.1
Q47ZE0	AAZ27235.1
B7I5Z2	ACJ42385.1
B2HZQ2	ACC58620.1
B8IJ69	ACL56084.1
Q4K416	AAY95149.2
Q13DR6	ABE37773.1
P46703	AAA85936.1
P46703	CAC30246.1
Q5ZMM1	CAG31022.1
Q2HEW4	EAQ93005.1
Q7N4V5	CAE14502.1
Q50LG0	BAD97697.1
A7MWS7	ABU69834.1
Q8FCB7	AAN82853.1
P9WQP7	CCP43859.1
B3GZA5	ACE62591.1
B7TWW5	ACJ24907.2
Q8GGJ7	AAN05580.1
Q8GGJ7	CAL60691.1
A5UE48	ABQ99049.1
B9JGH5	ACM26949.1
A0A2U8U2L6	AWM95796.1
P0AEK2	AAA23739.1
P0AEK2	AAC74177.1
P0AEK2	BAA35901.1
P0AEK2	AAA23743.1
A0A2U8U2K8	AWM95785.1
B4JKK1	EDW00104.1
O66251	BAA28133.1
Q6P6C2	BAA91078.1
Q6P6C2	BAG62706.1
Q6P6C2	EAW55661.1
Q6P6C2	EAW55662.1
Q6P6C2	AAH62339.1
A3CVI6	ABN57386.1
C3LP59	ACP06335.1
Q12IH3	ABE56753.1
Q8SS85	CAD26263.1
P20814	AAA41785.1
P20814	AAA41063.1
P20814	AAA41059.1
P20814	AAA41031.1
Q41014	CAA67796.1
A0A179H0I7	OAQ83755.1
A0A179H0I7	OAQ90535.1
Q7VUS1	CAE43275.1
P67066	AAG58982.1
P67066	BAB38143.1
B0VKP5	CAP02264.1
Q9S9W2	AAD48959.1
Q9S9W2	CAB81095.1
Q9S9W2	AEE82532.1
Q9S9W2	AAK59611.1
Q9S9W2	AAM44948.1
Q9S9W2	AAM65343.1
P58558	BAB75820.1
P24397	AAA33387.1
P24397	BAA05630.1
P17424	CAA51695.1
P17424	AAL21693.1
P17424	CAA36920.1
P17424	AAA88620.1
A4QAF9	BAF53206.1
P0CW86	AAB62385.1
P0CW86	AAL19978.1
P79152	CAA54038.1
Q7CJ65	CAL21138.1
Q7CJ65	AAM85246.1
Q7CJ65	AAS62531.1
Q8EKR9	AAN53108.1
Q95XM2	CCD67961.1
P0A545	SIU01644.1
Q3BUY7	CAJ23372.1
C3LRW2	ACP06867.1
P39976	AAB65016.1
P39976	DAA07584.1
Q09504	CCD67391.1
Q0IDE5	ABI45510.1
A4QK13	BAF50018.1
A4VM41	ABP80042.1
Q895K3	AAO35837.1
A8WP91	CAP22297.2
Q3AYD4	ABB25893.1
O23813	BAA23641.1
P9WIS8	AAK46585.1
B5FJX5	ACH74124.1
Q8Z2F4	CAD03286.1
Q8Z2F4	AAO71293.1
Q8S3R2	AAL87166.1
Q8S3R2	BAD08054.1
Q8S3R2	BAD08098.1
Q8S3R2	BAF09789.1
Q8S3R2	BAS80528.1
Q8S3R2	EAZ20346.1
Q8S3R2	BAG89572.1
A1VN60	ABM37088.1
P65680	AAL52447.1
O64688	AAD47282.1
O64688	AAC26685.1
O64688	AEC08996.1
O64688	ABG25057.1
O64688	AAM65328.1
Q5RE51	CAH89956.1
P9WPM8	AAK44817.1
P51687	AAA74886.1
P51687	AAH65193.2
P51687	AAL08048.1
Q2Y640	ABB75781.1
Q667I0	CAH22250.1
Q8RN05	AAL90877.1
B7LEC2	CAU98859.1
Q9JYE1	AAF41975.1
A0RBW0	ABK84703.1
Q59RQ2	AOW31433.1
Q0AV19	ABI69435.1
Q9KQ92	AAF95254.1
Q8ZBN6	CAL21961.1
Q8ZBN6	AAM84405.1
Q8ZBN6	AAS60589.1
Q87SF5	BAC58732.1
A0LCZ1	ABK45834.1
Q4VKU9	AAX46185.1
A4QKA0	BAF50105.1
Q63CC9	AAU18412.1
P54886	CAA64224.1
P54886	AAD17454.1
P54886	AAD00169.1
P54886	BAH12086.1
P54886	BAH13064.1
P54886	BAG35201.1
