From	To
P0A6J5	UniRef50_P06191
Q6HK31	UniRef50_P13714
Q132N5	UniRef50_D5ANS3
Q81R20	UniRef50_Q9X4K2
Q3MFQ5	UniRef50_Q87XR0
B0TWJ9	UniRef50_B0TWJ9
Q8KCW4	UniRef50_O50316
B1JHH1	UniRef50_P58523
Q4P2Q7	UniRef50_Q4P2Q7
Q42569	UniRef50_Q42569
Q8DLA6	UniRef50_Q8DLA6
B1XC47	UniRef50_A7ZHD9
Q5GT41	UniRef50_Q89X59
Q66JG8	UniRef50_Q08BA6
A8GG83	UniRef50_Q0SFS2
B5FLQ2	UniRef50_Q60006
Q2NVN0	UniRef50_A6TD45
Q2LUP9	UniRef50_Q2LUP9
Q4UZI9	UniRef50_Q89XH1
Q9ZFV8	UniRef50_P76558
Q2NEN0	UniRef50_P10618
P59410	UniRef50_Q9RTU4
Q2IG34	UniRef50_Q1D0T2
P94598	UniRef50_P95544
O16925	UniRef50_O16925
B5FBM2	UniRef50_O50174
C1F0A7	UniRef50_C0ZEV2
Q8E0N5	UniRef50_Q8E0N5
A1VGV4	UniRef50_Q72F91
Q8FIT1	UniRef50_Q8X9K1
O65787	UniRef50_O65787
Q38YA9	UniRef50_Q5XE03
A1DGY9	UniRef50_Q8NJJ1
B3EPU7	UniRef50_Q2S2H6
B5Z2Q3	UniRef50_A0R1T3
B5F8J0	UniRef50_P25924
Q6D4N9	UniRef50_Q9KTV1
Q6GGY4	UniRef50_Q5WH73
Q89AJ2	UniRef50_P0A9P5
Q03W54	UniRef50_P54154
Q6C188	UniRef50_Q6C188
A0LFF8	UniRef50_A0LFF8
B4SE02	UniRef50_Q8KC05
Q928P3	UniRef50_O05268
Q2YLG4	UniRef50_Q72H18
P77453	UniRef50_P77453
Q3APR5	UniRef50_Q7UVG9
A1U5W8	UniRef50_O50174
Q38YM3	UniRef50_Q38YM3
Q04XS7	UniRef50_Q8F0E4
Q89AB8	UniRef50_P30903
Q5LN53	UniRef50_Q5LN53
A9N078	UniRef50_E1WA38
Q31AF6	UniRef50_A2BX55
B4T548	UniRef50_Q8EIQ6
Q09MC5	UniRef50_P62090
Q10494	UniRef50_O42888
Q6FCG9	UniRef50_Q6FCG9
C5A020	UniRef50_P28793
C4KHB6	UniRef50_Q9UXE7
D9XF45	UniRef50_D9XF45
Q8U8I2	UniRef50_Q9KWN1
B7JRW5	UniRef50_P49814
Q2FVD5	UniRef50_Q4A054
O81077	UniRef50_O81077
Q9CAG3	UniRef50_Q9CAG3
B7UFZ8	UniRef50_Q9KT58
P12691	UniRef50_P12691
Q4QMJ1	UniRef50_Q8EKN9
Q757H6	UniRef50_P33312
Q4G3F5	UniRef50_P29255
P18548	UniRef50_P42220
O14429	UniRef50_O94114
Q2U5I0	UniRef50_Q2U5I0
B0VQX5	UniRef50_Q9ZF99
Q5FNS3	UniRef50_Q5FNS3
Q9KZF5	UniRef50_Q9KZF5
A1CFL5	UniRef50_A0A075TRL5
Q86A17	UniRef50_Q86A17
Q5WKZ1	UniRef50_P42412
B1IV90	UniRef50_C8U5G9
P09124	UniRef50_P09124
Q69XJ4	UniRef50_O48782-2
Q8CIM3	UniRef50_P84850
Q9HNZ0	UniRef50_Q9HNZ0
P9WNH0	UniRef50_P9WNH0
Q47945	UniRef50_Q47945
C6DKY5	UniRef50_P49189
Q2MI49	UniRef50_P62090
O19074	UniRef50_Q9Y471
P57858	UniRef50_Q8EDZ8
A9B4J6	UniRef50_A9B4J6
P16152	UniRef50_P16152
Q49CB2	UniRef50_P09144
Q2GHG8	UniRef50_Q5HAH7
Q65I50	UniRef50_P42976
Q8GTB6	UniRef50_Q8GTB6
P64332	UniRef50_P16618
Q13AK7	UniRef50_Q6N2U4
Q4KID6	UniRef50_Q9HVQ7
Q6G840	UniRef50_Q49YT7
A4VKC2	UniRef50_Q8FKI8
C5C5B0	UniRef50_C5C5B0
B8J8Z7	UniRef50_Q9PEM3
B2K7N4	UniRef50_Q8EG21
B1XBW5	UniRef50_E1WA38
C0ZXM4	UniRef50_Q4JUQ0
B8NWW2	UniRef50_B8NWW2
Q55D52	UniRef50_Q55D54
Q6UEG2	UniRef50_Q00714
Q8DL15	UniRef50_P72848
Q897K9	UniRef50_Q97MU6
Q9PH91	UniRef50_Q87F90
P17570	UniRef50_P11035
B4TWR6	UniRef50_B4EY23
Q46814	UniRef50_Q46814
A4J167	UniRef50_Q2RG62
P59308	UniRef50_P59308
Q055M2	UniRef50_Q055M2
Q9ZH99	UniRef50_Q9ZH99
P00438	UniRef50_P00438
P62483	UniRef50_Q13303
Q58CN8	UniRef50_Q58CN8
Q3JKE9	UniRef50_Q9ZF99
Q9SM64	UniRef50_P11796
Q7Z5P4	UniRef50_Q7Z5P4
Q32S09	UniRef50_P31087
A9R7V0	UniRef50_Q7N2B2
A1JQN9	UniRef50_Q9KTV1
B5R272	UniRef50_O52325
A0A3G9GX61	UniRef50_Q4WLD1
B1NF18	UniRef50_B1NF18
Q4P0N0	UniRef50_Q4P0N0
A4WCV7	UniRef50_Q8ZNB2
A0ZZ35	UniRef50_P12154
Q9RW02	UniRef50_Q9RW02
A6QQ74	UniRef50_Q9UF12
Q96Y95	UniRef50_Q980I8
B4TTX7	UniRef50_Q8X7U3
B1JQ50	UniRef50_Q8X727
A7Z9Y9	UniRef50_Q9K6A4
C1AJG2	UniRef50_P0A5L1
B2SDI5	UniRef50_B0TYQ6
O31250	UniRef50_O31250
C6BUS3	UniRef50_C6BUS3
Q9CH85	UniRef50_Q9CH85
Q06SC7	UniRef50_Q85A82
A7NJF9	UniRef50_Q9F716
P43315	UniRef50_P43315
Q7WHJ0	UniRef50_Q7WHJ0
G3KLH4	UniRef50_Q5B0C8
B5F0B0	UniRef50_Q8FJM0
C0MHD5	UniRef50_B9DV19
P50180	UniRef50_P05645
Q197B2	UniRef50_Q197B2
O74489	UniRef50_O74489
Q8SPX7	UniRef50_Q8SPX7
A1TVU4	UniRef50_Q1BZ67
Q8K9T9	UniRef50_P10801
A1S1Q3	UniRef50_Q5ZXM9
Q83QQ0	UniRef50_Q9KT58
B1XV63	UniRef50_Q9ZF99
Q8NW51	UniRef50_P66954
A3PL19	UniRef50_D5ANS3
A9M068	UniRef50_P0C277
B3EGV4	UniRef50_Q9F715
A0A0H3JUG6	UniRef50_A0A0H2VKG8
Q3BAH7	UniRef50_P31087
O13309	UniRef50_P00330
Q7UIY1	UniRef50_Q7UIY1
Q01MI9	UniRef50_Q6ZJJ1
Q6D4P7	UniRef50_Q6D4P7
Q7UJL3	UniRef50_Q7UJL3
Q5WH73	UniRef50_Q5WH73
Q9S2N0	UniRef50_Q9S2N0
G4N1P8	UniRef50_G4N1P8
O07835	UniRef50_O07835
C1AFN6	UniRef50_O86836
P0A323	UniRef50_P0A324
P28314	UniRef50_P28314
B0U111	UniRef50_P39821
Q5SJP7	UniRef50_Q5SJP7
Q9XFS9	UniRef50_Q9XFS9
B2GFJ0	UniRef50_Q2SF51
B9KPV7	UniRef50_A1B5V3
B5FI28	UniRef50_Q8ZRW3
F1SVL2	UniRef50_F1SVL2
P75391	UniRef50_P75391
Q47GC9	UniRef50_A1K6Y7
A8G6W1	UniRef50_Q7VA53
O00391	UniRef50_O00391
A2SDP0	UniRef50_Q59680
O51057	UniRef50_O51057
Q9A5V1	UniRef50_Q9A5V1
O94178	UniRef50_P00445
Q05709	UniRef50_Q05709
Q4WZC3	UniRef50_A1C874
C1CR83	UniRef50_P13714
Q9AL93	UniRef50_Q7NFT6
Q03326	UniRef50_Q03326
H2KYS3	UniRef50_H2KYS3
O23920	UniRef50_O23920
B5XYH0	UniRef50_P28793
B0SP94	UniRef50_B0SFU6
Q9KCT3	UniRef50_P94498
Q41249	UniRef50_P21218
Q51801	UniRef50_Q51801
E0TW66	UniRef50_E0TW66
A5VYU4	UniRef50_Q8EAI9
C3KYY3	UniRef50_B0TBI8
A7MT09	UniRef50_Q8EG21
A3P6B0	UniRef50_B2FQ90
S0ASL9	UniRef50_S0ASL9
P9WGQ0	UniRef50_P9WGQ0
A7I2T7	UniRef50_A7I2T7
B6JCI8	UniRef50_B6JCI8
C3K303	UniRef50_A4XZC2
Q58289	UniRef50_Q58289
Q9S2F4	UniRef50_Q53586
Q8D4F7	UniRef50_Q5E3X0
Q67UK9	UniRef50_Q8LE52
P46539	UniRef50_B7GFA1
A6MMK6	UniRef50_P0C357
Q1WU33	UniRef50_Q1WU33
B4U8A0	UniRef50_B4U8A0
Q9KLG0	UniRef50_Q9KLG0
Q49A26	UniRef50_Q49A26
Q9X7U5	UniRef50_Q9X7U5
P50172	UniRef50_P28845
P38500	UniRef50_P38500
Q5RKL5	UniRef50_Q658P3-3
A3M1S3	UniRef50_Q4P914
F7ZDR3	UniRef50_F7ZDR3
B7N7S1	UniRef50_A7ZHD9
A3D3G4	UniRef50_A0KI46
Q9XHE7	UniRef50_Q9XHE6
B0C4F3	UniRef50_Q31SC2
Q8R536	UniRef50_P35270
P41348	UniRef50_P41348
A7MB35	UniRef50_A7MB35
A4WXS6	UniRef50_P73911
Q23221	UniRef50_Q23221
Q9R063	UniRef50_Q9R063
Q9PHX2	UniRef50_Q9PHX2
Q5JHB5	UniRef50_P10618
O68098	UniRef50_O68098
O29165	UniRef50_O29165
B0KK45	UniRef50_Q9I5Q9
Q0BVM8	UniRef50_Q2RR21
Q8PDW5	UniRef50_B2FI29
Q8P9N4	UniRef50_B2FPP3
A7MI49	UniRef50_P40861
A4YJP9	UniRef50_Q89WK2
Q5PLQ7	UniRef50_C3K053
Q57C80	UniRef50_P61616
Q3ZZN3	UniRef50_Q3Z990
P83223	UniRef50_P0C278
A7HZ36	UniRef50_A8LL24
Q14J40	UniRef50_B0TZJ6
Q8PW56	UniRef50_Q8PW56
Q72U08	UniRef50_Q72U08
P43774	UniRef50_P70718
Q03SN4	UniRef50_Q5XE03
C1DFX8	UniRef50_C1I202
Q0T689	UniRef50_Q8EDZ8
B1X0X7	UniRef50_Q8DHN8
A8X8R3	UniRef50_Q17428
Q4UNJ4	UniRef50_Q92JQ6
A6TPR4	UniRef50_A5N5B5
Q29478	UniRef50_Q29478
Q318D4	UniRef50_P31087
A7HR80	UniRef50_Q6NAI9
Q63BL0	UniRef50_P42412
A5GM31	UniRef50_Q7NJE8
Q07YJ9	UniRef50_Q88A45
Q5PLV8	UniRef50_P25924
A8G9X8	UniRef50_Q8X7U3
Q9N4Z0	UniRef50_Q9N4Z0
Q8UH67	UniRef50_P56891
P47052	UniRef50_Q00711
A8FLJ3	UniRef50_Q7M962
Q2YYT1	UniRef50_Q49ZN0
P0A390	UniRef50_P0A391
B1ZXD4	UniRef50_B1ZXD4
Q9J5C7	UniRef50_Q9J5C7
Q9ZW16	UniRef50_Q9ZW16
P21398	UniRef50_P21397
Q3MSU9	UniRef50_Q3MSU9
P27968	UniRef50_P11035
A5UX75	UniRef50_B7J5Q1
D4APQ6	UniRef50_D4APQ6
P37850	UniRef50_P37844
P79896	UniRef50_P81600
B1IZU1	UniRef50_P76342
A7X6Z3	UniRef50_Q9X2M2
A9KUB0	UniRef50_A4VFI4
Q2PMT8	UniRef50_Q8CM25
P44856	UniRef50_P44856
A5WA97	UniRef50_Q8BJ64
Q6G104	UniRef50_Q82XV0
Q68VY7	UniRef50_P50941
B4THC5	UniRef50_A6T9Y6
Q2NQA9	UniRef50_P05989
Q3C1H8	UniRef50_P12154
Q2YRW5	UniRef50_Q89KV4
P96809	UniRef50_P96809
Q663W4	UniRef50_A1JT62
B4SYX1	UniRef50_O52325
P99106	UniRef50_O50316
A0JUS8	UniRef50_Q9X7W2
A3PQD8	UniRef50_Q3IVU8
Q4UYN5	UniRef50_Q63KK7
Q8Z086	UniRef50_Q7NJE8
Q4R755	UniRef50_P43304
O96423	UniRef50_Q27890
P19729	UniRef50_P19729
Q9SAA9	UniRef50_Q9SAA9
A5U4G5	UniRef50_A0QZY9
Q2RH48	UniRef50_Q2RH48
P0AGE6	UniRef50_P0AGE7
P37834	UniRef50_P37834
O66973	UniRef50_O66973
Q5WJS9	UniRef50_Q5WJS9
P48618	UniRef50_P46310
A0KV91	UniRef50_Q8ECR2
P12311	UniRef50_P12311
Q6E2Z6	UniRef50_O04005
B2V5A9	UniRef50_Q97GI8
P0A9S5	UniRef50_P0A9S6
P58838	UniRef50_Q58546
Q54KB7	UniRef50_Q54KB7
A9AGI1	UniRef50_B4E9I1
Q8RDQ3	UniRef50_Q8RDQ3
Q41595	UniRef50_P00359
P08332	UniRef50_P08332
Q2YWJ5	UniRef50_Q9X2M2
Q1JP61	UniRef50_Q1JP61
Q9UYU5	UniRef50_O58308
P41982	UniRef50_P41982
C6DII4	UniRef50_Q8XDG9
B5YXP8	UniRef50_Q83QT8
Q9PC57	UniRef50_Q8U8J4
Q8ERJ2	UniRef50_O05269
A1AIE2	UniRef50_Q8X727
Q31IN7	UniRef50_Q31IN7
P0DC40	UniRef50_Q99YT1
P42269	UniRef50_P42269
Q6FS20	UniRef50_Q6FS20
O65727	UniRef50_O65404
A8MGE1	UniRef50_A3DIE8
Q6U6H1	UniRef50_Q6U6H1
B2Y1U5	UniRef50_Q8CM25
Q330M9	UniRef50_Q330M9
Q9HZP5	UniRef50_Q9HZP5
B1JPZ6	UniRef50_Q9HYD5
Q2YKW2	UniRef50_Q9ANL0
B7NIJ4	UniRef50_Q8ZIC5
B3R0E3	UniRef50_P61745
Q8FCB1	UniRef50_C3K053
B4ULJ2	UniRef50_A7H6S7
B8DSV5	UniRef50_B8DSV5
Q0A8M5	UniRef50_A3N0D6
B2TVJ5	UniRef50_P28793
Q07X28	UniRef50_Q6WRT6
P40861	UniRef50_P40861
A7NR80	UniRef50_P00459
P21911	UniRef50_P21911
Q81WL4	UniRef50_Q81WL4
Q7MLS6	UniRef50_P10370
Q87KW0	UniRef50_Q9KNN1
Q6ZMR3	UniRef50_P00338
Q6D1A2	UniRef50_P17845
A8YMJ4	UniRef50_B0JUK9
B2VF24	UniRef50_A5F9G1
Q63639	UniRef50_Q62148
P0A0B7	UniRef50_K0J4Q8
A4WAJ3	UniRef50_Q8XAS9
P21898	UniRef50_P10807
Q73Q47	UniRef50_Q73Q47
A7ZYN8	UniRef50_P40402
P91938	UniRef50_P91938
A4Y5Z1	UniRef50_A0KI46
Q8E797	UniRef50_Q890E7
O47950	UniRef50_O47950
B2GCE0	UniRef50_B2GCE0
Q045S8	UniRef50_O05269
A8FYU6	UniRef50_Q8EHU1
Q7Y0F2	UniRef50_Q7Y0F2
Q5N2Q8	UniRef50_P74782
P94210	UniRef50_P0A394
Q9FS87	UniRef50_Q9FS87
Q8DK70	UniRef50_Q8DK70
Q54M18	UniRef50_Q54M18
P18123	UniRef50_Q42547
P94437	UniRef50_P94437
P11542	UniRef50_O94753
O32886	UniRef50_O32886
A7H097	UniRef50_A7I2W9
Q9XHE6	UniRef50_Q9XHE6
P11635	UniRef50_P11635
Q46505	UniRef50_Q46505
Q4AEG9	UniRef50_O70325
P07769	UniRef50_Q51601
P21524	UniRef50_P21524
A1C8R3	UniRef50_A4QUT2
Q651B6	UniRef50_Q6YYX9
Q3SVI0	UniRef50_Q8YJ78
A0LLR2	UniRef50_Q2LUP9
B0VQD7	UniRef50_P07782
Q8LAN3	UniRef50_F4JAU3
B5R0T7	UniRef50_Q8FAG4
Q56691	UniRef50_Q56691
A5ICA4	UniRef50_Q3B2U3
Q50LG0	UniRef50_Q50LG0
A0A1E1FFL6	UniRef50_C8VQ98
Q5RCB4	UniRef50_P58004
Q7V1H9	UniRef50_Q31AX7
B2K5B9	UniRef50_O59651
A8SEF5	UniRef50_Q2JNW5
L7WR40	UniRef50_E1ACP9
Q8X1S6	UniRef50_P00445
Q97K92	UniRef50_Q97K92
B7LBH4	UniRef50_Q7N2B2
A7ZZX1	UniRef50_Q8X9S9
A9AT43	UniRef50_C1I202
A9HE99	UniRef50_A9HE99
Q9R6U0	UniRef50_Q9L4N4
P53878	UniRef50_P53878
P07308	UniRef50_O00767
Q9FKV2	UniRef50_Q9SUC6
A8F1N2	UniRef50_A8F1N2
Q1BY09	UniRef50_Q9KTV1
P69686	UniRef50_Q8CM25
Q7VQK8	UniRef50_Q7VQK8
A7RDN6	UniRef50_Q5VYX0-2
Q3AUM0	UniRef50_P74416
C3MA29	UniRef50_Q92QR7
P93258	UniRef50_P00445
Q6AJ55	UniRef50_Q6AJ55
P9WJ93	UniRef50_A0R525
P09917	UniRef50_P09917
P25006	UniRef50_P25006
A8YTT2	UniRef50_Q5FLU4
Q2YY66	UniRef50_Q2FYJ2
Q7UVF9	UniRef50_Q7UVF9
P17154	UniRef50_P0A405
Q5XAK0	UniRef50_O86963
B7IN38	UniRef50_O31678
A5U390	UniRef50_A0PST9
A2CAB8	UniRef50_P28463
Q9RPT1	UniRef50_Q9RPT1
P06474	UniRef50_P50645
Q92JN8	UniRef50_Q9ZEB9
B3DTF8	UniRef50_Q8FPV5
B7V0L2	UniRef50_A4XR60
Q0K6G3	UniRef50_A2SD47
Q0EF98	UniRef50_P18283
P32062	UniRef50_Q9M879
Q3YZW4	UniRef50_Q8FFN4
P0C0L2	UniRef50_P0C0L2
Q9ASR3	UniRef50_Q9ASR3
A0RMI1	UniRef50_Q9PMV3
Q1XDB2	UniRef50_Q9ZNZ7
P0A445	UniRef50_P0A444
P9WPM3	UniRef50_P63718
A0KE38	UniRef50_Q1BGA7
O32159	UniRef50_O32159
G3GBK0	UniRef50_A0A2H4DGV8
Q5E857	UniRef50_P56933
Q7XNS7	UniRef50_Q7XNS7
Q99X54	UniRef50_Q4L919
A8G798	UniRef50_Q93SN8
Q6GD38	UniRef50_Q5HJT5
A3Q2E3	UniRef50_A3Q2E3
B7I9D2	UniRef50_Q9ZF99
B4E9I1	UniRef50_B4E9I1
Q17745	UniRef50_Q17745
P99119	UniRef50_P20619
A5HZ59	UniRef50_P15244
O65992	UniRef50_O65992
A6T613	UniRef50_P54223
C3PNI9	UniRef50_Q9ZD32
A7YVH9	UniRef50_Q8WU10
P23711	UniRef50_P23711
Q5LRS1	UniRef50_Q3IXW9
Q20848	UniRef50_Q20848
B8HWE3	UniRef50_P22921
Q6WKY9	UniRef50_Q9XHE6
Q6GI75	UniRef50_P54616
Q2FV67	UniRef50_Q4A0E7
P08793	UniRef50_P10351
Q5RE72	UniRef50_Q64654
P61853	UniRef50_P61851
Q5FB27	UniRef50_Q06278
Q5ZUH7	UniRef50_Q5WVN0
B5XX58	UniRef50_O33506
Q556G4	UniRef50_Q556G4
A0A455R4X0	UniRef50_A0A455R4X0
A7NAP0	UniRef50_A0Q7Y5
Q3K7X5	UniRef50_Q887L5
Q1ZXG3	UniRef50_Q1ZXG3
O29353	UniRef50_O29353
Q82GN9	UniRef50_Q82GN9
A1B2N1	UniRef50_C3MH72
Q3J6D1	UniRef50_Q16CW4
I6Y3Q0	UniRef50_I6Y3Q0
Q9GL50	UniRef50_Q9GL50
O18809	UniRef50_O18809
A6WQP7	UniRef50_Q9KTX1
Q7CI09	UniRef50_Q7CI09
B4S387	UniRef50_Q8KG43
Q5HRY2	UniRef50_O05204
Q2G479	UniRef50_O59651
Q1GI38	UniRef50_Q3V7R9
Q8U7P1	UniRef50_P39185
B3R8B4	UniRef50_P39185
A4TB97	UniRef50_A0QZY9
B8JAX1	UniRef50_Q2IMY8
G9M9M1	UniRef50_Q9LHN8
A9KUL1	UniRef50_P45568
Q1CBK6	UniRef50_A1JIB0
Q72C23	UniRef50_Q9KW52
Q8FJ44	UniRef50_Q8XAU9
A0R4S7	UniRef50_Q53WH9
Q63Z34	UniRef50_Q63Z34
Q0MQG1	UniRef50_P28331
P77182	UniRef50_Q8ZNB2
Q8FYF7	UniRef50_A6WXF0
Q29I03	UniRef50_P20351
B4SUN2	UniRef50_Q8ZAW9
Q7TTP2	UniRef50_P39662
A8WMD5	UniRef50_A8WMD5
Q10RP4	UniRef50_Q10RP4
A8E5C5	UniRef50_Q1RMJ5-2
P38115	UniRef50_P38115
F1CMX8	UniRef50_F1CMX8
Q2W5W8	UniRef50_Q9A9I6
B9JG24	UniRef50_Q8UJC5
P74529	UniRef50_P95837
P36060	UniRef50_P36060
B4T3Y1	UniRef50_A7ZMP8
P37123	UniRef50_Q9LZ31
A5IPA9	UniRef50_P20619
P0A3M9	UniRef50_P13714
Q949R4	UniRef50_Q949R4
F8DVL8	UniRef50_P0DJA2
Q7A6A0	UniRef50_P34958
B1XB14	UniRef50_Q7N4V9
Q44549	UniRef50_P21890
B2FMD7	UniRef50_B2FMD7
O08460	UniRef50_Q03302
Q0TEA3	UniRef50_P17845
Q64BR7	UniRef50_Q64BR7
Q49WI1	UniRef50_Q2FI20
Q4J6M3	UniRef50_Q4J6M3
Q8Z3E0	UniRef50_P44427
P95480	UniRef50_P95480
C1DFH7	UniRef50_C1DFH7
B0VKP5	UniRef50_Q2S0M9
Q5UZ50	UniRef50_Q18E32
Q2NV44	UniRef50_Q8EG21
Q9QZU7	UniRef50_Q9QZU7
Q5RAB4	UniRef50_P04406
Q8X727	UniRef50_Q8X727
P21882	UniRef50_P21882
Q4QKB5	UniRef50_Q8EDZ8
P96693	UniRef50_P96693
Q0SPX8	UniRef50_P39821
O08394	UniRef50_P14779
P0A418	UniRef50_P31087
C6HCG7	UniRef50_B6HAA7
A7I0N0	UniRef50_P0C632
B7LXH6	UniRef50_P17845
A7MNF6	UniRef50_C3K053
Q57F99	UniRef50_P59397
Q6LH19	UniRef50_Q6LH19
Q4A6B1	UniRef50_Q4A6B1
O73686	UniRef50_Q92111
B7JYM8	UniRef50_B0JIR2
A0A067XNH7	UniRef50_C8VQ62
Q328B8	UniRef50_Q8FAG4
Q84MB6	UniRef50_Q8H113
Q9BYN0	UniRef50_Q9BYN0
P56876	UniRef50_P56876
O33783	UniRef50_P09738
Q1LM60	UniRef50_Q472D5
Q219R0	UniRef50_P26163
Q86B61	UniRef50_Q86B61
B9LHC1	UniRef50_A9WDI1
Q9KRF0	UniRef50_P33225
B1XN08	UniRef50_P72794
P9WND9	UniRef50_Q0S808
Q8PU60	UniRef50_Q8PU60
P54896	UniRef50_C4LID5
A4TE12	UniRef50_Q8FPV5
P25688	UniRef50_P09118
Q9K1F1	UniRef50_Q8ZRX8
B1XFV0	UniRef50_A6T9Y6
A3PBD7	UniRef50_Q7V2Q2
Q9FI39	UniRef50_Q9FI39
B5BBA1	UniRef50_Q9KT58
P04041	UniRef50_P11352
P0A1P4	UniRef50_P0A1P4
Q43744	UniRef50_Q9SN86
P54903	UniRef50_P54903
Q99807	UniRef50_P97478
A2APY7	UniRef50_A2APY7
Q5AR53	UniRef50_Q5AR53
O84369	UniRef50_O84369
Q6GNL7	UniRef50_O75891-2
Q2KIL4	UniRef50_F1RAX8
Q87I38	UniRef50_P73911
Q0HNH6	UniRef50_P73911
Q14HF0	UniRef50_P84155
B7V1H1	UniRef50_Q086I8
Q9Z8P2	UniRef50_Q9Z8P2
P19430	UniRef50_Q7NFT6
Q25861	UniRef50_P61076
Q9DCC4	UniRef50_Q53H96
B8DMA9	UniRef50_Q72F91
Q057D7	UniRef50_P57557
A8LLY9	UniRef50_P39185
Q9ZPY1	UniRef50_Q9ZPY1
Q8ECP7	UniRef50_Q9KT58
Q43190	UniRef50_O24379
Q029T9	UniRef50_Q82XV0
A0A1E1FFL0	UniRef50_Q5AR34
Q4A044	UniRef50_Q8CQ95
Q63SD7	UniRef50_O50174
Q08D35	UniRef50_Q6ZMT4
C3L9N6	UniRef50_P94498
A2C5M2	UniRef50_Q7VEJ2
A3PK36	UniRef50_Q9LA02
A0QRI8	UniRef50_A0QRI8
Q1KXW0	UniRef50_P05311
B2K8H7	UniRef50_Q7N2B2
A6U1F7	UniRef50_O05269
Q48GY3	UniRef50_P26935
Q62LN5	UniRef50_O50174
A1TZ11	UniRef50_Q0AV19
B8E5U5	UniRef50_A5F9G1
P0A9S6	UniRef50_P0A9S6
Q81YT7	UniRef50_P97030
P41795	UniRef50_P41795
A4XES9	UniRef50_A4XES9
Q9CMB1	UniRef50_A6T7R0
Q74F05	UniRef50_Q74F05
Q9ZGE8	UniRef50_Q9ZGE8
A1TFQ6	UniRef50_Q53WH9
Q68XA5	UniRef50_Q4UKR1
B6I116	UniRef50_P76342
P07896	UniRef50_Q08426
P0C934	UniRef50_B2RKJ1
Q3AM89	UniRef50_P48183
P47543	UniRef50_P0C0G6
Q600K1	UniRef50_Q600K1
Q8FFH2	UniRef50_Q7N2B2
Q93NG3	UniRef50_Q93NG3
C3VEQ0	UniRef50_Q38893
Q5NAY4	UniRef50_Q9C5U8
Q04499	UniRef50_Q04499
Q57J69	UniRef50_Q8ZLN1
Q81BF4	UniRef50_P14779
Q5NGW4	UniRef50_Q9RTU4
Q9A4N4	UniRef50_Q8XAU5
C4L858	UniRef50_Q5E3E5
B9EBF4	UniRef50_C8WR67
Q9PD41	UniRef50_Q9PD41
Q88JX5	UniRef50_Q88JX5
Q12658	UniRef50_P38697
Q9DB60	UniRef50_Q9DB60
B7GLH3	UniRef50_Q2YV20
Q6NGL1	UniRef50_Q6NGL1
Q3SZB4	UniRef50_P11310
Q2SD50	UniRef50_Q2SD50
Q13YR8	UniRef50_A4SLJ1
B8M0U4	UniRef50_Q4WS76
A3CM39	UniRef50_A4W460
A9MUW2	UniRef50_Q65WJ9
Q6GUQ4	UniRef50_P05181
B9J8R4	UniRef50_A7MFX8
Q9FM82	UniRef50_Q9C613
C1C7X7	UniRef50_Q8DUW3
Q51945	UniRef50_Q51945
A7FF21	UniRef50_Q8EIQ6
Q45410	UniRef50_Q8ZAE4
P50853	UniRef50_P50853
A1ABI3	UniRef50_A6T9Y6
P55349	UniRef50_Q6N3F3
A6TCD4	UniRef50_Q9KTX1
Q28969	UniRef50_Q62600
Q8EHU1	UniRef50_Q8EHU1
Q7EZR4	UniRef50_Q9LNJ4
Q5XIH9	UniRef50_Q96IR7
Q31U21	UniRef50_P08373
A7GFE5	UniRef50_B0TBI8
F1SVK0	UniRef50_F1SVK0
Q98AP7	UniRef50_P22921
Q8R7B8	UniRef50_Q9X2A2
Q5KQT7	UniRef50_Q06367
A3M394	UniRef50_Q6FDH0
B5XK66	UniRef50_P54154
O34813	UniRef50_O34813
A0A075TRL5	UniRef50_A0A075TRL5
Q8PBG4	UniRef50_A7MIM0
P69083	UniRef50_Q9PVK4
P21853	UniRef50_P21853
Q6DLR9	UniRef50_Q6DLR9
O88994	UniRef50_Q5VT66
P57432	UniRef50_P57432
P19908	UniRef50_P19840
Q8Z4K0	UniRef50_P10902
Q4WZ63	UniRef50_Q4WZ63
B8I6D9	UniRef50_Q8KG43
Q3B594	UniRef50_Q72M00
Q4ZXR9	UniRef50_Q8XAU5
B1IZ72	UniRef50_Q60006
Q9LSW7	UniRef50_Q9LSW7
Q6CJC2	UniRef50_Q12452
Q0SH07	UniRef50_A6WFC5
Q57957	UniRef50_P80905
P65257	UniRef50_P20619
Q9Z3Q8	UniRef50_Q9Z3Q8
Q6FEN5	UniRef50_Q3SG61
Q1II76	UniRef50_Q4FNW1
A1KU10	UniRef50_P25924
Q82ZZ8	UniRef50_Q82ZZ8
A4SK63	UniRef50_A8FYZ1
Q6LWL3	UniRef50_P81334
B0TTT0	UniRef50_Q53WH9
Q949U1	UniRef50_Q949U1
Q04FB7	UniRef50_Q04FB7
Q27712	UniRef50_Q27712
Q5PEH7	UniRef50_P38038
B6JHG4	UniRef50_B6JHG4
Q731Q9	UniRef50_O31669
Q5SFA6	UniRef50_Q331Q7
B3ECA6	UniRef50_A1BF67
O22048	UniRef50_Q39219
B6HRL5	UniRef50_B6HRL5
Q46I55	UniRef50_Q46I55
A3PBR9	UniRef50_Q3AWT6
C4ZVL3	UniRef50_Q7N2B2
Q1MA50	UniRef50_P24404
