Entry,uniref50id,EC number,Taxonomic lineage (SUPERKINGDOM),EMBL_CDS_id
P19582,UniRef50_P19582,1.1.1.3,Bacteria,CAA28269.1
A5GIF7,UniRef50_Q7VDS2,1.17.7.4,Bacteria,CAK22722.1
Q2FV11,UniRef50_Q9X2M2,1.1.99.1; 1.2.1.8,Bacteria,ABD31927.1
B2VK48,UniRef50_Q8ZJC5,1.6.5.2,Bacteria,CAO98225.1
B7L725,UniRef50_C3K053,1.1.-.-,Bacteria,CAV00591.1
A1KMY9,UniRef50_Q4JUQ0,1.1.1.85,Bacteria,CAL73005.1
P0A016,UniRef50_Q5HFZ7,1.5.1.3,Bacteria,BAB57588.1
A4XJK7,UniRef50_Q97DQ1,1.7.1.17,Bacteria,ABP67092.1
A0JV20,UniRef50_Q59279,1.2.1.38,Bacteria,ABK02890.1
Q5ZSX7,UniRef50_Q96VT4,1.11.1.21,Bacteria,AAU28450.1
Q4ZUZ4,UniRef50_P04173,1.1.1.85,Bacteria,AAY37028.1
C3PMV5,UniRef50_A8F119,1.3.-.-,Bacteria,ACP53265.1
Q3IEN6,UniRef50_Q52060,1.2.1.10,Bacteria,CAI87198.1
Q47CX0,UniRef50_Q47CX0,1.13.11.49,Bacteria,AAZ47311.1
B1LBR0,UniRef50_Q9X1K8,1.17.1.8,Bacteria,ACB09758.1
B4TWQ6,UniRef50_C5B7N2,1.17.1.8,Bacteria,ACF90248.1
Q5JGC2,UniRef50_Q5JGC2,1.1.1.169,Archaea,BAD86157.1
A1U1Y5,UniRef50_O05139,1.6.1.1,Bacteria,ABM19004.1
Q1MB26,UniRef50_Q8UC86,1.1.1.267,Bacteria,CAK09859.1
B0VKT1,UniRef50_Q1BZ67,1.2.1.41,Bacteria,CAP02300.1
Q0BUV2,UniRef50_Q9K1H5,1.4.99.-,Bacteria,ABI61400.1
Q73FQ1,UniRef50_Q5HB13,1.17.7.4,Bacteria,AAS14918.1
Q6DAP5,UniRef50_Q9KNI1,4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35,Bacteria,CAG73127.1
B2JGX3,UniRef50_Q1BZ67,1.2.1.41,Bacteria,ACC71757.1
P0DF89,UniRef50_P54382,1.5.1.5; 3.5.4.9,Bacteria,BAC63800.1
B3GZF5,UniRef50_P44909,1.4.3.5,Bacteria,ACE62748.1
A4G7T7,UniRef50_A4G7T7,1.3.5.2,Bacteria,CAL62574.1
B0V6L1,UniRef50_C3K053,1.1.-.-,Bacteria,CAM88558.1
Q55921,UniRef50_P29715,1.11.1.10,Bacteria,BAA10684.1
P9WN78,UniRef50_P53435,1.1.5.3,Bacteria,AAK47744.1
P15111,UniRef50_P00370,1.4.1.4,Bacteria,AAA27131.1
P15111,UniRef50_P00370,1.4.1.4,Bacteria,AAL20224.1
Q3BPK3,UniRef50_Q0AV19,1.1.1.86,Bacteria,CAJ25310.1
A1ABM9,UniRef50_Q8ZPR4,1.1.1.282,Bacteria,ABJ01069.1
Q8Y0W7,UniRef50_Q98F08,1.4.99.-,Bacteria,CAD14628.1
B2U3H4,UniRef50_P25924,2.1.1.107; 1.3.1.76; 4.99.1.4,Bacteria,ACD08660.1
A4WQD8,UniRef50_Q163J3,1.3.1.98,Bacteria,ABP69602.1
Q6G0I9,UniRef50_Q6W210,1.5.1.5; 3.5.4.9,Bacteria,CAF25796.1
A8FP82,UniRef50_Q603L4,1.3.3.3,Bacteria,ABV34655.1
Q8NY70,UniRef50_O50316,1.1.1.205,Bacteria,BAB94231.1
B1WUM4,UniRef50_P74782,1.3.5.2,Bacteria,ACB50475.1
D4GYH5,UniRef50_D4GYH5,1.1.1.22,Archaea,CAY46591.1
D4GYH5,UniRef50_D4GYH5,1.1.1.22,Archaea,ADE05103.1
B2JHJ1,UniRef50_B2JHJ1,1.7.1.17,Bacteria,ACC71876.1
Q49VB1,UniRef50_Q49VB1,1.7.-.-,Bacteria,BAE19299.1
O07085,UniRef50_O07085,1.-.-.-,Bacteria,AAB53030.1
O07085,UniRef50_O07085,1.-.-.-,Bacteria,AAB80908.1
O07085,UniRef50_O07085,1.-.-.-,Bacteria,CAB14605.1
Q5P2Y9,UniRef50_A1KAY0,1.7.1.17,Bacteria,CAI08325.1
Q2FX88,UniRef50_P97030,1.17.99.6,Bacteria,ABD31048.1
A0K833,UniRef50_Q3JRF0,1.8.4.12,Bacteria,ABK08660.1
A7Z152,UniRef50_P00343,1.1.1.27,Bacteria,ABS72728.1
A5UFG9,UniRef50_C3K053,1.1.-.-,Bacteria,ABQ99524.1
B1M282,UniRef50_B1M282,1.3.-.-,Bacteria,ACB24693.1
P50913,UniRef50_P50913,1.15.1.1,Bacteria,CAA57152.1
Q2W015,UniRef50_Q2W015,1.1.1.94,Bacteria,BAE52810.1
Q60AK7,UniRef50_Q60AK7,1.8.5.-,Bacteria,AAU93062.1
B0CKN4,UniRef50_Q8YFY2,1.1.99.1; 1.2.1.8,Bacteria,ABY37664.1
Q8EIQ6,UniRef50_Q8EIQ6,1.4.4.2,Bacteria,AAN53857.1
Q2G218,UniRef50_P20619,1.1.1.27,Bacteria,ABD29384.1
A5ECG6,UniRef50_C1I202,1.6.5.2,Bacteria,ABQ33860.1
B0TZT2,UniRef50_P93052,1.1.1.37,Bacteria,ABZ87844.1
A4JM71,UniRef50_Q9ZF99,1.1.1.37,Bacteria,ABO57374.1
A8ARD9,UniRef50_Q328L4,1.1.1.79; 1.1.1.81,Bacteria,ABV16052.1
P9WNY9,UniRef50_A0QRI8,1.3.99.38,Bacteria,CCP43299.1
A6TD67,UniRef50_Q9KTK0,1.7.1.13,Bacteria,ABR78538.1
A7HT94,UniRef50_P73911,1.11.1.21,Bacteria,ABS63127.1
B8G2M3,UniRef50_A4J6H8,1.2.1.70,Bacteria,ACL21373.1
Q988P7,UniRef50_Q988P7,1.1.-.-,Bacteria,BAB52900.1
Q66ER9,UniRef50_Q8ZRX8,1.17.1.8,Bacteria,CAH19862.1
C1L2M3,UniRef50_Q9KA69,1.1.1.267,Bacteria,CAS05089.1
Q7ABK6,UniRef50_P24232,1.14.12.17,Bacteria,AAG57666.1
Q7ABK6,UniRef50_P24232,1.14.12.17,Bacteria,BAB36841.1
Q0BM15,UniRef50_Q5ZZI2,1.14.99.60,Bacteria,ABI82869.1
Q136E4,UniRef50_Q89KV4,1.7.1.13,Bacteria,ABE40045.1
Q8G5L6,UniRef50_Q8G5L6,1.5.1.5; 3.5.4.9,Bacteria,AAN24801.1
C1DHY0,UniRef50_Q889Z3,1.2.1.38,Bacteria,ACO80713.1
Q2SZ88,UniRef50_Q1BZ67,1.2.1.41,Bacteria,ABC38329.1
A4QEA4,UniRef50_Q8FTC6,1.3.5.2,Bacteria,BAF54570.1
Q47LR8,UniRef50_Q47LR8,1.5.1.5; 3.5.4.9,Bacteria,AAZ56604.1
P00468,UniRef50_P07329,1.18.6.1,Bacteria,BAB73397.1
Q98QV3,UniRef50_Q98QV3,1.5.1.5; 3.5.4.9,Bacteria,CAC13431.1
B3QXE1,UniRef50_Q8KCB2,1.18.1.2,Bacteria,ACF13415.1
A0QB57,UniRef50_A0R1T4,1.14.13.127,Bacteria,ABK68919.1
B9E9A2,UniRef50_O32224,1.7.1.17,Bacteria,BAH16813.1
B5R4S6,UniRef50_P40861,1.2.1.41,Bacteria,CAR31892.1
B7JEU9,UniRef50_Q81GF2,1.2.4.2,Bacteria,ACK88594.1
C5B7N2,UniRef50_C5B7N2,1.17.1.8,Bacteria,ACR67909.1
Q9HTK9,UniRef50_Q9HTK9,1.18.1.1,Bacteria,AAG08734.1
Q0B711,UniRef50_Q63KK7,1.1.99.1; 1.2.1.8,Bacteria,ABI90062.1
P19624,UniRef50_P58717,1.1.1.262,Bacteria,AAA24305.1
P19624,UniRef50_P58717,1.1.1.262,Bacteria,AAC73163.1
P19624,UniRef50_P58717,1.1.1.262,Bacteria,BAB96619.1
Q8ZKH4,UniRef50_Q8EAJ0,1.3.1.-; 1.3.1.91,Bacteria,AAL23067.1
Q55393,UniRef50_Q55393,1.-.-.-,Bacteria,BAA10483.1
A7X522,UniRef50_Q2FW96,1.1.1.17,Bacteria,BAF79026.1
Q8ZY17,UniRef50_Q8ZY17,1.1.1.23,Archaea,AAL63179.1
O28440,UniRef50_O28440,1.4.1.21,Archaea,AAB89415.1
Q99RW4,UniRef50_Q49ZN0,1.17.1.9,Bacteria,BAB43401.1
Q0TEA4,UniRef50_Q8X7U3,1.8.4.8,Bacteria,ABG70725.1
A6TD49,UniRef50_P38038,1.8.1.2,Bacteria,ABR78520.1
C4ZYR1,UniRef50_E1WA38,1.14.11.-,Bacteria,ACR65010.1
B7USF8,UniRef50_A7ZMP8,1.8.4.12,Bacteria,CAS09453.1
Q8FG52,UniRef50_P10370,1.1.1.23,Bacteria,AAN81002.1
C0QKK8,UniRef50_P00459,1.18.6.1,Bacteria,ACN14079.1
C8WR67,UniRef50_C8WR67,1.1.1.86,Bacteria,ACV59236.1
A5WHK7,UniRef50_Q4FV16,1.1.1.290,Bacteria,ABQ95148.1
Q6LVE5,UniRef50_Q8EJ54,1.2.1.71,Bacteria,CAG18730.1
B7USC7,UniRef50_Q7UCI7,1.2.1.71,Bacteria,CAS09422.1
C5CN84,UniRef50_Q48MQ8,1.5.1.42,Bacteria,ACS21447.1
Q5WAF1,UniRef50_Q5WAF1,1.18.1.2,Bacteria,BAD62637.1
Q97VN4,UniRef50_P11386,1.1.1.37,Archaea,AAK42709.1
A8LQ28,UniRef50_P26163,1.3.7.7,Bacteria,ABV95268.1
Q5FB93,UniRef50_Q5FB93,1.5.1.21; 1.4.1.17,Bacteria,BAD89743.1
B7M145,UniRef50_Q87H06,1.7.1.7,Bacteria,CAQ96991.1
A4XWQ0,UniRef50_P57443,1.3.5.2,Bacteria,ABP85766.1
Q32AZ8,UniRef50_P25924,2.1.1.107; 1.3.1.76; 4.99.1.4,Bacteria,ABB63507.1
Q5XDH1,UniRef50_P54154,1.8.4.11,Bacteria,AAT86542.1
Q7CZN9,UniRef50_Q7CZN9,1.3.-.-,Bacteria,AAK87039.1
Q5HSB7,UniRef50_Q9PM01,1.3.1.98,Bacteria,AAW36270.1
B4EXU2,UniRef50_Q9HTQ0,1.4.99.-,Bacteria,CAR43171.1
C1B8H9,UniRef50_Q52060,1.2.1.10,Bacteria,BAH51982.1
Q2IWP3,UniRef50_Q1QKJ7,1.3.-.-,Bacteria,ABD07367.1
Q3BNP7,UniRef50_Q3BNP7,1.7.1.17,Bacteria,CAJ25616.1
Q2FDQ7,UniRef50_P20619,1.1.1.27,Bacteria,ABD22153.1
P46829,UniRef50_B0RGX5,1.17.1.8,Bacteria,AAA21562.1
Q2SZP8,UniRef50_Q0AV19,1.1.1.86,Bacteria,ABC36606.1
Q87MN8,UniRef50_Q9KQ92,1.1.1.290,Bacteria,BAC60456.1
C4ZU83,UniRef50_Q8FFN4,1.1.5.3,Bacteria,ACR65559.1
B5FIX4,UniRef50_Q8ZLN1,1.1.1.25,Bacteria,ACH77783.1
Q7N4V5,UniRef50_Q7N4V5,1.18.1.3,Bacteria,CAE14502.1
Q979B1,UniRef50_Q979B1,1.1.1.261,Archaea,BAB60393.1
B1IKX1,UniRef50_Q892U0,1.1.1.27,Bacteria,ACA45332.1
A7ZP73,UniRef50_Q83QT8,2.1.2.13; 1.1.1.305,Bacteria,ABV20776.1
Q6AA89,UniRef50_Q6AA89,1.17.7.4,Bacteria,AAT82327.1
A7FLY9,UniRef50_P17845,1.8.1.2,Bacteria,ABS46664.1
Q8PML1,UniRef50_Q9PEI0,1.1.1.267,Bacteria,AAM36286.1
Q8XE47,UniRef50_P39185,1.9.6.1,Bacteria,AAG57341.1
Q8XE47,UniRef50_P39185,1.9.6.1,Bacteria,BAB36518.1
Q9WYG8,UniRef50_Q9WYG8,1.3.1.14,Bacteria,AAD35420.1
A8LPB8,UniRef50_A1B5V3,1.1.1.25,Bacteria,ABV95183.1
A5GAY8,UniRef50_B5EFN1,1.2.1.38,Bacteria,ABQ25257.1
Q57302,UniRef50_P16856,1.18.6.1,Bacteria,CAA52045.1
Q57302,UniRef50_P16856,1.18.6.1,Bacteria,AAC36816.1
Q57302,UniRef50_P16856,1.18.6.1,Bacteria,ABA23632.1
P55463,UniRef50_P55463,1.1.1.133,Bacteria,AAB91681.1
B0RPG5,UniRef50_Q8X7U3,1.8.4.8,Bacteria,CAP50350.1
Q6F8G6,UniRef50_Q820Q4,2.1.1.107; 1.3.1.76; 4.99.1.4,Bacteria,CAG69649.1
C0M6I2,UniRef50_Q5XE03,1.1.1.94,Bacteria,CAW92365.1
Q834C1,UniRef50_P46919,1.1.1.94,Bacteria,AAO81520.1
Q9A2L1,UniRef50_P58211,1.17.1.8,Bacteria,AAK25512.1
Q9Z8I3,UniRef50_P38720,1.1.1.44,Bacteria,AAD18504.1
Q9Z8I3,UniRef50_P38720,1.1.1.44,Bacteria,AAF38243.1
Q9Z8I3,UniRef50_P38720,1.1.1.44,Bacteria,BAA98568.1
Q9Z8I3,UniRef50_P38720,1.1.1.44,Bacteria,AAP98300.1
Q57109,UniRef50_Q57109,1.11.1.15,Archaea,CAA52324.1
Q57109,UniRef50_Q57109,1.11.1.15,Archaea,ADL58205.1
O87890,UniRef50_O87890,1.2.1.38,Bacteria,AAC36190.1
Q02452,UniRef50_P07328,1.18.6.1,Bacteria,CAA40327.1
Q5HIQ7,UniRef50_O50316,1.1.1.205,Bacteria,AAW38927.1
A0Q7Y5,UniRef50_A0Q7Y5,1.1.1.267,Bacteria,ABK90350.1
A3M6Y2,UniRef50_P57443,1.3.5.2,Bacteria,ABO12676.2
B6ITR6,UniRef50_Q72M00,1.1.1.86,Bacteria,ACI99367.1
B7N269,UniRef50_P05989,1.1.1.86,Bacteria,CAR10440.1
Q88DZ2,UniRef50_Q88DZ2,1.8.5.-,Bacteria,AAN70249.1
A0L2Q3,UniRef50_Q5ZXM9,1.1.1.103,Bacteria,ABK50322.1
Q03047,UniRef50_P42220,1.14.20.1,Bacteria,CAA78376.1
B8FT31,UniRef50_B3QUT6,1.4.4.2,Bacteria,ACL22047.1
Q9PGE6,UniRef50_Q9PGE6,1.14.-.-,Bacteria,AAF83166.1
Q6GI24,UniRef50_Q8K994,1.10.3.-,Bacteria,CAG40037.1
Q87CN3,UniRef50_Q9PCE6,1.3.1.9,Bacteria,AAO28892.1
Q8GAK7,UniRef50_Q8GAK7,1.2.1.3; 1.2.1.4,Bacteria,CAD47897.1
Q887L5,UniRef50_Q887L5,1.4.4.2,Bacteria,AAO54801.1
Q73YS2,UniRef50_A0QZY9,1.3.5.2,Bacteria,AAS04200.1
A6TM69,UniRef50_A6TM69,1.1.1.25,Bacteria,ABR47287.1
B7NDL4,UniRef50_P44427,1.1.1.37,Bacteria,CAR14864.1
B7MHP7,UniRef50_Q8EDZ8,1.3.5.2,Bacteria,CAR02298.1
A1JTY5,UniRef50_Q9HYD5,1.1.1.38,Bacteria,CAL12827.1
A8YW74,UniRef50_Q59490,1.17.4.2,Bacteria,ABX26329.1
Q84BZ3,UniRef50_Q84BZ3,1.14.12.1,Bacteria,AAO83639.1
B9DJN5,UniRef50_A4ILI2,1.3.1.98,Bacteria,CAL27300.1
Q9HKS9,UniRef50_Q9HKS9,1.3.1.101,Archaea,CAC11656.1
O27090,UniRef50_P10618,1.2.1.59,Archaea,AAB85505.1
Q02XW0,UniRef50_A2RJM8,1.2.1.41,Bacteria,ABJ73212.1
Q57KH9,UniRef50_Q8X7U3,1.8.4.8,Bacteria,AAX66783.1
P29968,UniRef50_P29968,1.1.99.-,Bacteria,AAC44555.1
P29968,UniRef50_P29968,1.1.99.-,Bacteria,AAA25574.1
P9WN16,UniRef50_P9WN16,1.-.-.-,Bacteria,AAK47635.1
Q050D8,UniRef50_C5BI30,1.5.1.5; 3.5.4.9,Bacteria,ABJ79307.1
Q1C9U8,UniRef50_Q9HYD5,1.1.1.38,Bacteria,ABG12774.1
P25145,UniRef50_P25145,1.-.-.-,Bacteria,AAA25288.1
P25145,UniRef50_P25145,1.-.-.-,Bacteria,CAC98511.1
B5QZA1,UniRef50_Q8EAC7,1.7.2.2,Bacteria,CAR35609.1
Q49YJ3,UniRef50_P20619,1.1.1.27,Bacteria,BAE18146.1
Q8RQN0,UniRef50_Q8RQN0,1.17.1.8,Bacteria,BAB88821.1
Q8RQN0,UniRef50_Q8RQN0,1.17.1.8,Bacteria,BAC18676.1
B5YA73,UniRef50_B8E335,1.5.1.5; 3.5.4.9,Bacteria,ACI18800.1
Q03YL0,UniRef50_Q5XE03,1.1.1.94,Bacteria,ABJ61712.1
B2I6V0,UniRef50_B2I6V0,1.17.7.4,Bacteria,ACB92927.1
Q7U8C3,UniRef50_Q7VB62,1.1.1.267,Bacteria,CAE07213.1
Q03DZ7,UniRef50_P56511,1.1.1.27,Bacteria,ABJ68575.1
Q02KP7,UniRef50_O05927,1.8.4.8,Bacteria,ABJ10942.1
P48638,UniRef50_P48638,1.8.1.7,Bacteria,CAA61856.1
P48638,UniRef50_P48638,1.8.1.7,Bacteria,BAB76667.1
B7IUP4,UniRef50_A4J560,1.3.1.14,Bacteria,ACK93607.1
A2BUK1,UniRef50_Q8M9W3,1.10.3.9,Bacteria,ABM71462.1
A2BUK1,UniRef50_Q8M9W3,1.10.3.9,Bacteria,ABM71464.1
Q7N288,UniRef50_A1JK30,4.2.1.17; 5.1.2.3; 1.1.1.35,Bacteria,CAE15574.1
B6HYX7,UniRef50_A9MR43,1.17.7.4,Bacteria,BAG75551.1
Q9Z6S1,UniRef50_Q9Z6S1,1.3.1.98,Bacteria,AAD19125.1
Q9Z6S1,UniRef50_Q9Z6S1,1.3.1.98,Bacteria,AAF38656.1
Q9Z6S1,UniRef50_Q9Z6S1,1.3.1.98,Bacteria,BAA99195.1
Q9Z6S1,UniRef50_Q9Z6S1,1.3.1.98,Bacteria,AAP98954.1
A8GBY8,UniRef50_Q6D2L3,1.1.5.4,Bacteria,ABV40628.1
Q49X94,UniRef50_Q6GHD4,1.1.5.3,Bacteria,BAE18604.1
Q9Z5D9,UniRef50_P26163,1.3.7.7,Bacteria,CAB38724.1
Q9Z5D9,UniRef50_P26163,1.3.7.7,Bacteria,AAF24274.1
Q9Z5D9,UniRef50_P26163,1.3.7.7,Bacteria,ABA79459.1
Q08111,UniRef50_Q08111,1.3.1.-,Bacteria,CAA51073.1
Q08111,UniRef50_Q08111,1.3.1.-,Bacteria,ADE85541.1
A5WAY8,UniRef50_Q9KTV1,1.4.99.-,Bacteria,ABQ81298.1
Q8FEI9,UniRef50_Q8X7U3,1.8.4.8,Bacteria,AAN81770.1
A1JS77,UniRef50_Q8ZJC5,1.6.5.2,Bacteria,CAL13960.1
B3QBC6,UniRef50_Q82XV0,1.17.7.3,Bacteria,ACE99079.1
Q72KE2,UniRef50_Q5SJZ6,1.1.1.267,Bacteria,AAS80852.1
P39616,UniRef50_P39616,1.2.1.3,Bacteria,CAA51614.1
P39616,UniRef50_P39616,1.2.1.3,Bacteria,CAB15822.2
A9AN00,UniRef50_B2FQ90,1.2.1.8,Bacteria,ABX17221.1
A9AN00,UniRef50_B2FQ90,1.2.1.8,Bacteria,BAG46826.1
B5XUD5,UniRef50_Q8EIQ6,1.4.4.2,Bacteria,ACI06995.1
P45119,UniRef50_P45119,1.2.4.1,Bacteria,AAC22886.1
Q5X0J0,UniRef50_Q5ZZI2,1.14.99.60,Bacteria,CAH14259.1
Q4JUQ0,UniRef50_Q4JUQ0,1.1.1.85,Bacteria,CAI37457.1
Q5L782,UniRef50_Q9Z7J1,1.2.1.70,Bacteria,CAH63486.1
B1X8L4,UniRef50_Q8XDG9,1.1.1.17,Bacteria,ACB04649.1
C4XLR8,UniRef50_A1BF67,1.5.1.5; 3.5.4.9,Bacteria,BAH74656.1
B9DV19,UniRef50_B9DV19,1.1.1.25,Bacteria,CAR42947.1
B1XK45,UniRef50_P73911,1.11.1.21,Bacteria,ACB00400.1
O33665,UniRef50_Q974S8,1.11.1.15,Archaea,AAB63198.1
O86963,UniRef50_O86963,1.1.3.21,Bacteria,AAC34739.1
Q8NWD0,UniRef50_P54377,1.4.4.2,Bacteria,BAB95352.1
Q00409,UniRef50_Q58591,1.12.99.-,Archaea,CAA43509.1
A8I7Y5,UniRef50_A8I7Y5,1.3.-.-,Bacteria,BAF88182.1
Q73YC1,UniRef50_Q7TYP6,1.8.7.1,Bacteria,AAS04352.1
P72946,UniRef50_P72946,1.1.-.-,Bacteria,BAA16963.1
Q4L8G4,UniRef50_Q4L8G4,1.1.1.-,Bacteria,BAE04061.1
Q1I6Z5,UniRef50_O50174,1.2.1.71,Bacteria,CAK16587.1
P45295,UniRef50_P45295,1.1.5.12,Bacteria,AAC23296.1
Q7WFU7,UniRef50_Q7WFU7,2.1.1.61; 1.5.-.-,Bacteria,CAE34537.1
P45737,UniRef50_P42321,1.11.1.6,Bacteria,AAC43384.1
P45737,UniRef50_P42321,1.11.1.6,Bacteria,BAD47995.1
P99093,UniRef50_Q5HGK2,1.1.1.100,Bacteria,BAB20935.2
P99093,UniRef50_Q5HGK2,1.1.1.100,Bacteria,BAB42326.1
Q53W34,UniRef50_Q97Y45,1.8.4.11,Bacteria,BAD71928.1
Q47RU3,UniRef50_Q8RQN0,1.17.1.8,Bacteria,AAZ54824.1
B3QCW2,UniRef50_Q0AV19,1.1.1.86,Bacteria,ACF00767.1
B9IY45,UniRef50_Q7N706,1.17.7.3,Bacteria,ACM14491.1
Q5JGP4,UniRef50_O58308,1.8.1.14,Archaea,BAD85488.1
Q1WSG2,UniRef50_P00343,1.1.1.27,Bacteria,ABE00167.1
Q7VJV5,UniRef50_P0C632,1.17.7.4,Bacteria,AAP76735.1
B2G850,UniRef50_Q03FZ5,1.5.1.5; 3.5.4.9,Bacteria,BAG25632.1
P9WND8,UniRef50_Q0S808,1.5.1.36,Bacteria,AAK48031.1
Q6AQJ3,UniRef50_Q6AQJ3,1.1.1.94,Bacteria,CAG35380.1
B5R056,UniRef50_C1I202,1.6.5.2,Bacteria,CAR32565.1
P06118,UniRef50_P00459,1.18.6.1,Bacteria,CAA36055.1
P06118,UniRef50_P00459,1.18.6.1,Bacteria,CAA27553.1
Q57JA9,UniRef50_P44427,1.1.1.37,Bacteria,AAX67203.1
Q1CSR0,UniRef50_O25614,1.1.1.94,Bacteria,ABF85012.1
P9WHH6,UniRef50_P9WHH6,1.6.5.2,Bacteria,AAK47745.1
B2ITX3,UniRef50_B2ITX3,1.1.1.267,Bacteria,ACC84261.1
Q8DD46,UniRef50_Q8X727,1.6.1.1,Bacteria,AAO09639.1
A1W0Q3,UniRef50_Q9PN30,2.1.1.61; 1.5.-.-,Bacteria,EAQ72895.1
B7VL81,UniRef50_Q9KQ92,1.1.1.290,Bacteria,CAV17911.1
Q9I0Q7,UniRef50_Q1LK00,1.13.11.11,Bacteria,AAG05967.1
O30274,UniRef50_P26692,1.2.7.4,Archaea,AAB91266.1
B1GYY3,UniRef50_B1GYY3,1.3.1.14,Bacteria,BAG14226.1
Q6L2S4,UniRef50_Q6L2S4,1.8.4.11,Archaea,AAT42728.1
P0AFP5,UniRef50_P0AFP5,1.-.-.-,Bacteria,AAN79091.1
A8FF40,UniRef50_Q65HG0,1.4.4.2,Bacteria,ABV62857.1
B1IXT2,UniRef50_Q83QT8,2.1.2.13; 1.1.1.305,Bacteria,ACA77058.1
A7FVM3,UniRef50_B0TBI8,1.1.1.408,Bacteria,ABS35267.1
Q2RM63,UniRef50_Q2RM63,1.7.99.1,Bacteria,ABC18476.1
Q1IWG2,UniRef50_Q1IWG2,1.2.1.70,Bacteria,ABF46422.1
A1RZJ9,UniRef50_A1RZJ9,1.1.1.261,Archaea,ABL78629.1
Q6GEV3,UniRef50_Q2FF06,1.2.1.3,Bacteria,CAG41191.1
A5VIE0,UniRef50_A0PXA4,1.2.1.41,Bacteria,ABQ82614.1
Q5WCF2,UniRef50_Q9K7R6,1.14.14.18,Bacteria,BAD65958.1
Q9R9N5,UniRef50_O66112,1.2.4.1,Bacteria,AAF04587.1
Q9R9N5,UniRef50_O66112,1.2.4.1,Bacteria,CAC46024.1
O68954,UniRef50_P16855,1.18.6.1,Bacteria,AAC14341.1
Q65SX9,UniRef50_A8FYZ1,1.2.1.70,Bacteria,AAU37931.1
A4Y2G4,UniRef50_P73911,1.11.1.21,Bacteria,ABP74147.1
P9WNY8,UniRef50_A0QRI8,1.3.99.38,Bacteria,AAK44810.1
P44801,UniRef50_P44801,1.2.1.11,Bacteria,AAC22306.1
B7NLC1,UniRef50_Q8X4B4,1.6.5.2,Bacteria,CAR18277.1
Q6G159,UniRef50_A1URL3,1.3.5.2,Bacteria,CAF25790.1
Q6M102,UniRef50_Q58496,1.2.1.38,Archaea,CAF29672.1
Q56318,UniRef50_Q56318,1.-.-.-,Bacteria,CAA59459.1
Q56318,UniRef50_Q56318,1.-.-.-,Bacteria,AAD35113.1
Q21D00,UniRef50_Q8YJ78,1.2.1.41,Bacteria,ABD85736.1
C4L5D6,UniRef50_C4L5D6,1.3.-.-,Bacteria,ACQ71721.1
P00392,UniRef50_P00392,1.16.1.1,Bacteria,CAA77323.1
B0BTX9,UniRef50_Q5E6W0,1.2.1.41,Bacteria,ABY70546.1
A7ZPV8,UniRef50_P72241,1.17.7.3,Bacteria,ABV20634.1
A9N276,UniRef50_Q8ZPV0,1.2.1.71,Bacteria,ABX67425.1
B1M869,UniRef50_O59651,1.11.1.21,Bacteria,ACB26790.1
B7LE35,UniRef50_P40402,1.14.14.5,Bacteria,CAU96846.1
B5XYT2,UniRef50_Q8FJM0,1.16.-.-,Bacteria,ACI08129.1
Q55318,UniRef50_P21890,1.18.1.2,Bacteria,CAA63961.1
Q55318,UniRef50_P21890,1.18.1.2,Bacteria,BAA18459.1
A5N834,UniRef50_A0Q0R4,1.1.1.267,Bacteria,EDK33465.1
Q895X7,UniRef50_Q0TPK0,1.1.1.94,Bacteria,AAO35713.1
Q59026,UniRef50_Q59026,1.97.1.-,Archaea,AAB99653.1
Q0SZW5,UniRef50_A7ME22,1.6.5.2,Bacteria,ABF05400.1
P16447,UniRef50_P16447,1.-.-.-,Bacteria,AAA27537.1
C4L4J5,UniRef50_P16618,1.2.1.70,Bacteria,ACQ71558.1
B2UJ42,UniRef50_Q9HYA4,1.4.1.21,Bacteria,ACD29593.1
Q9ZKC3,UniRef50_P55983,1.17.4.1,Bacteria,AAD06604.1
C7CM34,UniRef50_Q8XAU5,1.-.-.-,Bacteria,CAX24014.1
P50455,UniRef50_P50455,1.1.1.85,Archaea,BAA13178.1
P50455,UniRef50_P50455,1.1.1.85,Archaea,BAK54281.1
Q5LFI5,UniRef50_Q8DUL0,1.7.1.13,Bacteria,CAH07109.1
P63335,UniRef50_P70718,1.1.1.44,Bacteria,BAB95329.1
Q0TTH1,UniRef50_Q0TTH1,1.8.98.-,Bacteria,ABG83662.1
A3PBR8,UniRef50_P26163,1.3.7.7,Bacteria,ABO17193.1
A7ZTG2,UniRef50_Q8EKN9,1.1.1.94,Bacteria,ABV18160.1
B5ZUA0,UniRef50_Q82XV0,1.17.7.3,Bacteria,ACI57093.1
P80735,UniRef50_P80735,1.15.1.1,Bacteria,AAC38082.1
P80735,UniRef50_P80735,1.15.1.1,Bacteria,AAF25537.1
P80735,UniRef50_P80735,1.15.1.1,Bacteria,CAC05965.1
B1IVB6,UniRef50_Q8X727,1.6.1.1,Bacteria,ACA79653.1
A4W923,UniRef50_Q8XAU5,1.-.-.-,Bacteria,ABP60203.1
Q7TVI2,UniRef50_Q7TVI2,1.14.13.-,Bacteria,SIU02516.1
Q5H0Z4,UniRef50_B2FKE2,1.7.1.17,Bacteria,AAW75377.1
