From	To
Q08262	AAB25776.1
Q97JL4	AAK79231.1
A6U7A8	ABR59538.1
B7NRV3	CAR20516.1
A8FIG1	ABV64028.1
O33924	AAB64352.1
A4F6W3	CAL99787.1
Q17440	CAA97418.2
Q05079	CAA49728.1
Q05079	CAG99090.1
Q8I5R7	AAN36223.1
Q9BZR9	AAG53087.1
Q9BZR9	AAG53488.1
Q9BZR9	EAW49680.1
Q9BZR9	AAH21925.1
B7NM64	CAR18364.1
Q68VM8	AAU04328.1
A5CY11	BAF61146.1
Q0TUP8	ABG84330.1
A4VQI5	ABP81236.1
B8EBQ2	ACK47597.1
P51979	CAA64136.1
P51979	CAA96971.1
P51979	AAA93159.1
P51979	DAA07868.1
Q04977	CAA47612.1
A5F0U5	ABQ18716.1
A5F0U5	ACP11785.1
Q695U0	AAT29065.1
Q695U0	AAT84608.1
O94361	CAA22289.1
P0C0N5	AAO05234.1
Q3Z992	AAW40208.1
Q2NJ40	ABC65553.1
P38797	AAB68888.1
P38797	ABM97479.1
P38797	ABI95877.1
P38797	DAA06770.1
B5Z0Z6	ACI35033.1
C0M856	CAW92699.1
D3UAG6	ACZ44841.1
Q8DG25	AAO08568.1
P91455	CCD62975.1
P91455	AAG50224.1
A6VDK0	ABR83940.1
Q8TKX2	AAM06642.1
F4IFC5	AEC05873.1
F4IFC5	ANM63276.1
F4IFC5	BAD94986.1
P00908	ESA43300.1
P00908	ESA43301.1
Q9S3U4	AAD51337.1
Q9S3U4	AEI37535.1
Q9RKK5	CAB56359.1
Q9KMP4	AAF96188.1
Q1GZ23	ABE50514.1
A4G4R4	CAL61501.1
Q64P45	BAD50737.1
Q965G5	CCD67275.1
Q8NNN5	CAB66324.1
Q8NNN5	BAB99551.1
Q8NNN5	CAF20498.1
P42906	AAA57938.1
P42906	BAE77181.1
Q8YFI3	AAL52718.1
B2VG77	CAO95220.1
C1AM86	BAH25415.1
Q47908	AAD15237.1
Q9FAX2	BAB13317.1
A9MJ17	ABX23526.1
Q09794	CAA57433.1
Q09794	CAA91130.1
C4ZRM4	ACR62019.1
Q0HZR6	ABI41389.1
A8A7R5	ABV08569.1
C6E7P0	ACT19900.1
P20427	BAA04567.1
P20427	BAA14392.1
B3GXZ2	ACE61815.1
A6VGJ3	ABR65569.1
Q8ZI60	CAL19331.1
Q8ZI60	AAM87072.1
Q8ZI60	AAS63148.1
C1KXH5	CAS06004.1
Q9WVS4	BAA81689.1
Q9WVS4	AAH37614.1
Q82XP5	CAD84122.1
Q758F0	CAD27655.1
Q758F0	AAS52497.1
A3CQU5	ABN45550.1
C1CTM5	ACO22901.1
Q4QLS4	AAX88023.1
O59954	AAC24520.1
O59954	EAA64438.1
O59954	CBF86614.1
Q36422	CAA56528.1
P89438	CAB06775.1
O19914	AAB82675.1
Q6NHQ4	CAE49600.1
Q3IW19	ABA81265.1
Q3A7W6	ABA87526.1
Q8W4G6	CAA18470.1
Q8W4G6	CAB79278.1
Q8W4G6	AEE84726.2
Q8W4G6	AAL32647.1
Q8W4G6	AAM91196.1
Q39UH2	ABB32102.1
Q9A1L6	AAK33298.1
Q9A1L6	AAZ50794.1
Q9C9Q6	AHL38871.1
Q9C9Q6	AAG51930.1
Q9C9Q6	AEE35674.1
Q9C9Q6	AAP04162.1
Q9C9Q6	BAF00513.1
Q9C9Q6	ABH04539.1
Q9RKA8	CAB59676.1
Q50028	AAA62988.1
Q50028	CAB08437.1
Q50028	CAC31161.1
C1L2R8	CAS05134.1
Q74ZH6	AAS54721.1
Q5GRZ3	AAW71231.1
Q9UTQ0	CAB60249.2
B2VK95	CAO98176.1
A4IM63	ABO66417.1
Q9S834	BAA82065.1
Q9S834	CAB43488.1
Q9S834	AAG10637.1
Q9S834	AEE27444.1
Q9S834	ABD65590.1
Q9S834	AAM60971.1
Q47UV9	AAZ24907.1
Q31YA5	ABB66953.1
A8ZUR7	ABW66480.1
Q6M161	CAF29612.1
Q3K5F2	ABA77002.1
Q8G0P3	AAN29966.1
Q8G0P3	AEM18384.1
A1AHH8	ABJ03118.1
Q9P854	CAB93661.1
Q9P854	CAB86388.1
Q17058	BAA11466.1
A7WZJ4	BAF77592.1
Q6GF05	CAG41137.1
P46207	AAA87287.1
O84044	AAC67630.1
P0ADF7	AAG56841.1
P0ADF7	BAB35984.1
Q9VLS9	AAF52605.1
Q9VLS9	AAM52633.1
A8F7Q7	ABV34191.1
C1KWD4	CAS05609.1
Q7VGP1	AAP77876.1
Q1RKJ6	ABE04118.1
P30586	AAA33332.1
Q88MV4	AAN67086.1
A0A075DVI9	AHY02994.1
A0A075DVI9	RBA18648.1
A8H7T1	ABV88618.1
Q9KC82	BAB05411.1
Q46Y48	AAZ61935.1
A7NH01	ABU56748.1
Q9Y1J3	AAD42307.1
Q9Y1J3	AAD42308.1
Q9Y1J3	CCD67851.1
Q9Y1J3	CCD67852.1
Q7VP62	AAP95225.1
Q3B083	ABB25245.1
B1I6H9	ACA60661.1
Q2FWK7	ABD31319.1
Q31CA5	ABB49490.1
B8GUK0	ACL73320.1
Q8P7L3	AAM41870.1
D2NT85	BAI64861.1
Q2YNH6	CAJ10800.1
Q6R7C9	AAS00986.1
Q3UN04	BAC37154.1
Q3UN04	BAE25944.1
Q3UN04	BAE36756.1
Q3UN04	BAE36827.1
Q3UN04	AAH38606.1
A4GGE6	ABH88128.1
A4GGE6	ABW22818.1
Q1IBD6	CAK15029.1
Q3V531	CAI53797.1
P63491	SIU00996.1
C0RE63	ACO01185.1
A7MR03	ABU75798.1
Q0BDD1	ABI87842.1
A0JV86	ABK02956.1
Q81BT0	AAP10013.1
A1AVR9	ABL02026.1
Q1CNB2	ABG16518.1
Q1CNB2	EEO78632.1
Q6FKN8	CAG62178.1
P9WJR3	CCP45929.1
B1LPK6	ACB18864.1
Q72L22	AAS80589.1
A8GAV3	ABV40243.1
B8F6K1	ACL32953.1
Q6DD70	AAH77755.1
Q05174	CAA79796.1
Q9FKB3	BAB09437.1
Q9FKB3	AED95732.1
Q9FKB3	BAD43001.1
Q9X1I8	AAD36545.1
Q7WUL4	AAQ05800.1
Q01360	AAA22990.1
Q01360	AAA26186.1
C0Q5P2	ACN44384.1
Q92H58	AAL03451.1
Q9KD56	BAB05082.1
B0KUP7	ABY97352.1
Q8EKF2	AAN53229.1
Q9C1K8	AAK07848.1
Q9C1K8	EAA33023.1
Q18JE8	CAJ51861.1
A1RHF6	ABM24101.1
Q63PS2	CAH37314.1
Q53726	AAA72090.1
Q53726	ABD31173.1
A2RMI4	AAF02206.1
A2RMI4	CAL98516.1
P40829	AAA17107.1
P40829	CAA19078.1
P40829	CAC29993.1
B1I258	ACA59135.1
Q0A8S2	ABI56765.1
P39055	AAB72228.2
P39055	CAB01857.1
P39055	CAC42251.1
Q5YNA5	BAD60336.1
B0R7L9	CAP14738.1
Q9UT53	CAB55285.2
Q393M6	ABB12340.1
Q1XG90	BAE93114.1
P53656	AAC44533.1
Q6HCU7	AAT63542.1
Q9KY56	CAB92671.1
Q6API9	CAG35735.1
Q568Y2	AAH92656.1
Q6C4D4	CAG80081.1
Q04Y97	ABJ79948.1
A7LFZ6	ABS32306.1
A7LFZ6	BAF80150.1
A7LFZ6	CAE03362.1
A7LFZ6	BAF15192.1
A7LFZ6	BAS90022.1
A7LFZ6	BAS90023.1
A7LFZ6	BAG90040.1
P34210	CAA52338.1
P34210	BAA97899.1
Q47JQ1	AAZ44930.1
Q83140	AAB03658.1
B3LT98	EDV09433.1
B5E6E1	ACF56457.1
P9WJM8	AAK46472.1
Q931S2	BAB57517.1
Q18673	CAA93782.2
B7H674	ACK59323.1
Q8FYT4	AAN30674.1
Q8FYT4	AEM19091.1
Q9FI17	BAB09155.1
Q9FI17	AED95113.1
Q057W8	ABJ90581.1
Q8F3J4	AAN49607.2
Q1AXT9	ABG03789.1
P73660	BAA17705.1
P48489	AAA74625.1
P48489	AAP06889.1
P48489	AAP06897.1
P48489	ABF95164.1
P48489	ABF95165.1
P48489	ABF95166.1
P48489	BAF11583.1
P48489	BAS83435.1
P48489	BAG93306.1
Q322D7	ABB65821.1
Q5HAA6	CAH58509.1
Q5HAA6	CAI27313.1
Q7V9I9	AAQ00888.1
Q04J36	ABJ55165.1
C0ZNS6	BAH31328.1
Q9ZSD6	AAD03742.1
B0S2E5	BAG08535.1
B3GZD6	ACE62729.1
C0Q6C8	ACN48558.1
A5FIJ3	ABQ04975.1
Q9ZJ74	AAD07014.1
P75521	AAB96228.1
Q0SV35	ABG86397.1
P07677	BAA00066.1
P07677	CAA28277.1
P07677	CAA30655.1
Q034H8	ABJ71394.1
B9IUZ5	ACM11906.1
Q5FA15	AAW88972.1
B5FB77	ACH66494.1
Q93SM0	AAK52314.1
Q93SM0	BAB95091.1
Q68GV9	AAU01968.1
A1WC09	ABM43784.1
B7H3A6	ACJ56690.1
B5QZF7	CAR32515.1
Q81MJ6	AAP27972.1
Q81MJ6	AAT33368.1
Q81MJ6	AAT56243.1
B1IZ49	ACA77275.1
Q8X554	AAG59492.1
Q8X554	BAB38692.1
Q5NG26	CAG45664.1
O92367	AAC63044.1
A9BWE1	ABX36161.1
A9IFQ1	CAP45078.1
B1WZM0	ACB51172.1
P47695	AAC72477.1
P0A724	AAN41833.1
P0A724	AAP15714.1
Q8K9X2	AAM67730.1
P0DG18	AAM80107.1
Q04469	BAA03070.1
Q04469	AAC60541.1
B0S1P2	BAG08282.1
A0M3P4	CAL67239.1
B4TUQ8	ACF91410.1
P35042	AAA81525.1
B2RQC2	EDL19037.1
B2RQC2	AAI37853.1
A2VD92	AAI29618.1
A4G4B0	CAL61347.1
A9IZD0	CAK02522.1
Q3K5A5	ABA77049.1
B9DQ35	CAL27599.1
P51451	CAA83965.1
P51451	AAB33265.1
P51451	BAG36491.1
P51451	EAW65617.1
P51451	AAH07371.1
P51451	AAH32413.1
C3LS47	ACP04840.1
A4X1X5	ABP52875.1
B3EP77	ACE05216.1
Q0BSK5	ABI62197.1
A7FYL2	ABS35448.1
Q97Z92	AAK41301.1
A1A1N2	BAF39615.1
Q2LW77	ABC78335.1
B1JP63	ACA70196.1
Q8KAQ7	AAM73315.1
B3QZT1	CAP18468.1
Q98R82	CAC13301.1
Q979Y3	BAB60169.1
Q58661	AAB99271.1
Q1QQG6	ABE61531.1
C4XMZ1	BAH77294.1
Q8P0I6	AAL97943.1
P32817	CAA06400.1
P32817	AAF44397.1
P0C338	AAS46186.1
Q9KSZ6	AAF94269.1
P51844	AAA20440.1
P37562	BAA05301.1
P37562	CAB11842.2
Q7VVB2	CAE43041.1
Q1QU94	ABE59964.1
Q2JR69	ABD00894.1
Q3J5M4	ABA77910.1
B8GYB5	ACL93712.1
Q3SK34	AAZ96960.1
C3L560	ACP16524.1
O52788	CAA75431.1
Q6D000	CAG76898.1
Q88Z31	AAU05734.1
Q88Z31	CCC78035.1
C1ER14	ACO27678.1
Q32DQ2	ABB62553.1
Q8ZIF1	CAL19232.1
Q8ZIF1	AAM87176.1
Q8ZIF1	AAS63779.1
B0V8N7	CAM85260.1
Q0TNZ3	ABG83288.1
Q4R4U1	BAE01884.1
Q4R4U1	BAE72988.1
A6V0W1	ABR84990.1
P66969	SIU01551.1
C3NHQ8	ACP48668.1
A1AET8	ABJ02178.1
Q87R14	BAC59247.1
P27249	AAA23878.1
P27249	CAA79887.1
P27249	AAB08596.1
P27249	AAC73278.1
P27249	BAE76045.1
P05844	AAA89179.1
P07168	CAA28867.1
C4KGW9	ACR41833.1
B2TTI9	ACD07428.1
P85500	BAG74987.1
A3PPW5	ABN78381.1
Q98QA8	CAC13631.1
C9SPU8	EEY20813.1
A7FLR7	ABS49532.1
B7M7M1	CAQ99409.1
A5GP74	CAK24739.1
B9JH27	ACM27024.1
C3PLS5	ACP53915.1
Q6G5T6	CAF27013.1
Q9R008	AAF00700.1
Q9R008	AAH05606.1
Q5LV87	AAV94120.1
B8E6G9	ACK45032.1
Q39AS8	ABB10433.1
P65250	BAB58357.1
B3PIE4	ACE82914.1
P10490	CAA31956.1
P10490	CAA32727.1
P10490	CAA45309.1
P9WHU8	AAK46812.1
Q9K820	BAB06906.1
Q1WRH2	ABE00526.1
A7NCA3	ABU61606.1
B7GNK1	ACJ53357.1
B7GNK1	BAJ69950.1
Q30QG7	ABB44764.1
Q54E29	EAL61536.1
Q1CRB6	ABF85506.1
C0M8V6	CAW93596.1
P20386	CAA40765.1
P20386	AAT64956.1
P20386	CAA34130.1
Q0VCX1	AAI19957.1
Q7WSH2	BAC81721.1
Q7WSH2	BAD04315.1
Q3YY77	AAZ89535.1
B7KPZ2	ACK85385.1
Q0ICA6	ABI46683.1
Q5E9L6	AAX08921.1
Q5E9L6	AAI12754.1
Q68W42	AAU04150.1
Q057U7	ABJ90602.1
B7IPB9	ACK93795.1
Q0TLS8	ABG68103.1
B2K945	ACC89796.1
Q4WJX7	EAL88155.1
P18186	CAA37444.1
P18186	CAA81542.1
P18186	CAB12966.1
P18186	BAA22924.1
B5ZZ62	ACI54655.1
P56934	CAB56192.1
P56934	BAA95425.1
P56934	AAG31406.1
O75003	BAA31349.1
O75003	BAA31350.1
O75003	ADM15725.1
Q9CR25	BAB27462.1
Q9CR25	BAB31322.1
Q9CR25	AAH31124.1
Q48TY5	AAX71821.1
C0JB48	ACN48979.1
Q6L1G5	AAT43187.1
B8CWL9	ACL69688.1
Q7ZXY0	AAH44073.1
P31252	AAA34266.1
O13559	AAB64729.1
O13559	DAA09763.1
Q8YHB5	AAL52068.1
Q9FK51	BAB09478.1
Q9FK51	AED92518.1
Q9FK51	AAO64194.1
Q9FK51	AAM64928.1
Q7VEF9	AAP99100.1
B9MFR5	ACM34416.1
A1A8Q3	ABJ00043.1
Q89G43	BAC51769.1
B6J6A2	ACJ19862.1
A2T317	ABG79584.1
A0RCL3	ABK84956.1
B5Y8G6	ACI17752.1
C4KJM9	ACR40749.1
Q5HIA9	AAW37722.1
B5EYD5	ACH48829.1
Q91Z92	AAL11441.1
Q91Z92	BAC28387.1
Q91Z92	BAC37119.1
Q91Z92	BAC41178.1
Q91Z92	AAH82998.1
B1M5Q9	ACB25089.1
Q7NMB5	BAC88792.1
Q2YU29	CAI81519.1
O22046	BAA21788.1
A1JJQ6	CAL10843.1
P9WFX0	AAK46749.1
Q65RL9	AAU38391.1
Q8DKM1	BAC08390.1
A1URN4	ABM45007.1
C1EM80	ACO29056.1
Q96P26	AAK39108.1
Q96P26	AAL11910.1
Q96P26	BAC04103.1
Q96P26	BAC04174.1
Q96P26	BAB71489.1
Q96P26	AAX93260.1
Q96P26	EAX00853.1
Q96P26	AAI36388.1
Q96P26	AAI71761.1
Q96P26	AAK83285.1
Q96P26	CAC44363.1
Q0C530	ABI78488.1
A2SQZ4	ABN06750.1
Q8DR29	AAK99166.1
A5F1Q0	ABQ21968.1
A5F1Q0	ACP09414.1
Q15QK4	ABG41834.1
Q9S4H8	AAD52164.1
Q5SHU9	BAD71454.1
Q895W4	AAO35726.1
A1AZB7	ABL68611.1
Q6P996	BAA19780.1
Q6P996	BAG61675.1
Q6P996	BAG61167.1
Q6P996	AAH25366.2
Q6P996	AAH33748.1
Q6P996	AAH36520.1
Q6P996	AAH42104.2
Q6P996	AAH60871.1
Q6P996	AAZ14099.1
C0ZX05	BAH32890.1
B4SW60	ACF64770.1
Q4KHG3	AAY90476.1
C3P742	ACQ48149.1
A6QH15	BAF67647.1
A6VQ68	ABR75115.1
Q9V6K1	AAC28563.1
Q9V6K1	AAF58422.2
Q9V6K1	AAM68593.1
Q9V6K1	AAN71159.1
Q9V6K1	AAO25017.1
Q9V6K1	ACH92353.1
Q8TZI8	AAL82128.1
A4TNC6	ABP40788.1
Q9RR30	AAD55452.1
A9VM77	ABY45850.1
O57203	AAB96503.1
O57203	AAT10484.1
O60177	CAA18870.1
Q65VP4	AAU36966.1
Q7FAZ2	CAE03339.2
Q7FAZ2	BAH92518.1
Q7FAZ2	BAS88071.1
Q7FAZ2	EAZ29746.1
Q4WF29	EAL86648.1
C7GPC1	EEU07356.1
A0Q5C2	ABK89437.1
Q7T308	AAH53301.1
Q4R9A9	BAE00312.1
A3QVN4	ABI33939.1
Q8Y303	CAD13706.1
Q8Z2H9	CAD03253.1
Q8Z2H9	AAO71261.1
A8ADV2	ABV11665.1
P29767	CAA44916.1
B1HR71	ACA40851.1
B1X8X8	ACB03425.1
Q7W602	CAE38415.1
P0CAS0	ACO92623.1
O84547	AAC68145.1
Q0TDZ6	ABG70833.1
A8AUI0	ABV11084.1
B0KPF4	ABY96773.1
C5CMK6	ACS17507.1
A6UW32	ABR56704.1
Q6C3P1	CAG80325.1
B1XQ35	ACA99817.1
Q8TT89	AAM03992.1
Q91YS8	AAH14825.1
Q1QS47	ABE60950.1
Q04F76	ABJ56896.1
C3MR07	ACP35820.1
Q06548	BAA02092.1
Q06548	AAF79545.1
Q06548	AEE28143.1
Q06548	AEE28144.1
Q06548	ANM58151.1
Q06548	AAO42086.1
Q06548	AAO50645.1
B5F961	ACH51509.1
Q7VRR8	CAD83217.1
Q6CT61	CAH01729.1
E9GD30	EFX82664.1
Q83H92	CAD67408.1
A7FJ95	ABS45914.1
Q9CJL2	AAK04075.1
A7FF39	ABS46325.1
Q3SGA3	AAZ98347.1
Q6IQX7	AAH71273.1
Q5KUX3	BAD77513.1
C5BFM6	ACR68989.1
A4IY63	ABO46864.1
Q970X0	BAB66553.1
Q9AA58	AAK22733.1
A5D113	BAF60050.1
P44462	AAC21703.1
Q9V6X7	BAC55010.1
Q9V6X7	AAF58290.1
Q9V6X7	AAX33443.1
Q9V6X7	AAM50020.1
Q97RC8	AAK75021.1
Q8BGE6	CAD43220.1
Q8BGE6	BAC26079.1
Q8BGE6	BAC27455.1
Q8BGE6	BAC35965.1
Q8BGE6	BAC40587.1
Q8BGE6	AAH27184.1
Q8BGE6	BAC98052.1
A5FG89	ABQ05776.1
Q39ZB0	ABB30414.1
B3CRX9	BAG40236.1
Q8Z421	CAD02816.1
Q8Z421	AAO70454.1
P13957	AAA98228.1
A3QBM3	ABO22871.1
B8ECE1	ACK48226.1
A4IT42	ABO68496.1
A7J3A6	ABI58291.1
A7J3A6	ABU87834.1
A7J3A6	AAD47316.1
P0A6J8	AAA23671.1
P0A6J8	AAB18104.1
P0A6J8	AAC73484.1
P0A6J8	BAE76162.1
B7L4Z6	CAU96224.1
A5U679	ABQ74529.1
B5YWD3	ACI37701.1
P49244	AAA97533.1
Q0HRH5	ABI44280.1
O82353	AAC62890.1
O82353	AEC10650.1
O82353	ANM62097.1
O82353	AAL69457.1
Q18CL0	CAJ66939.2
A4W6G7	ABP59297.1
Q5R7G6	CAH92294.1
A0Q595	ABK89410.1
Q2YUM9	CAI81697.1
C5BFB0	ACR67696.1
Q7MNU0	BAC93389.1
Q1R597	ABE09467.1
Q8XVI4	CAD16554.1
B0KNE7	ABY96687.1
B6EPN7	CAQ77871.1
Q2JB14	ABD11528.1
Q8E8D4	AAN57690.1
A8LSF9	ABV92773.1
P54639	AAA92019.1
P54639	EAL67962.1
A7NG79	ABU56466.1
P64295	AAG57618.1
P64295	BAB36792.1
Q9A7I5	AAK23714.1
Q73E07	AAS39488.1
B1MKD8	CAM61230.1
A8AD69	ABV11432.1
B8EE60	ACK45472.1
B3Q8J5	ACF00395.1
M3TYT0	JAA74236.1
Q62FV3	AAU47995.1
Q0I7U1	ABI47126.1
B6J929	ACJ20745.1
Q65W02	AAU36858.1
Q0A574	ABI58013.1
A7MQY9	ABU75812.1
Q72JN9	AAS81079.1
Q97KF6	AAK78939.1
Q3JVA8	ABA50362.1
Q9L9E3	AAF25803.1
B1JY99	ACA90255.1
Q2JJ68	ABD03313.1
A4IYB7	ABO46918.1
A3PGF6	ABN75422.1
Q02L30	ABJ11073.1
Q9HGM5	CAC05248.1
Q2QXM3	CAJ15152.1
Q2QXM3	ABA95823.1
Q2QXM3	BAF29189.1
Q2QXM3	BAT15915.1
Q2QXM3	BAG86679.1
Q2QXM3	BAG97401.1
P60595	CAA31815.1
P60595	AAC75084.1
P60595	BAA15854.1
B9JER2	ACM28481.1
Q298L4	EAL27941.1
Q7VDY9	AAP99272.1
A4SGK5	ABP37614.1
B7JN28	ACK89893.1
Q9HFW3	AAG17722.1
Q9HFW3	AAS52478.1
Q92JJ9	AAL02606.1
A6WTY4	ABS10273.1
C5BP37	ACR11430.1
B7MR65	CAR10650.1
B7NCD4	CAR13624.1
A6W5H6	ABS02065.1
B5QZS8	CAR34667.1
Q9V1U4	CAB49255.1
Q9V1U4	CCE69710.1
Q5B2G3	EAA62427.1
Q5B2G3	CBF82209.1
Q3IDL2	CAI85815.1
Q97R30	AAK75125.1
E4UR63	EFQ99338.1
A7GNP0	ABS21748.1
P0AGG8	BAA07913.1
P0AGG8	AAA58046.1
P0AGG8	AAC76276.1
P0AGG8	BAE77287.1
Q32JW9	ABB60388.1
Q9R062	AAD48901.1
Q9R062	BAE35197.1
Q9R062	EDL34894.1
Q9R062	AAH29903.1
Q2N9V6	ABC63535.1
A1JPP9	CAL12262.1
C6DH19	ACT13068.1
A9BY74	ABX34213.1
A2YEB4	AAA91806.1
A2YEB4	AAC72838.1
A2YEB4	EAZ01425.1
Q5NXQ3	CAI10161.1
A6NFA1	AFN02882.1
Q6G3E9	CAF27623.1
Q63207	CAA56202.1
Q63207	AAH88151.1
Q0TCP3	ABG71286.1
B5Z4B3	ACI37034.1
Q8X260	AAL61958.1
Q8X260	AAM02648.1
A2QF55	CAK47748.1
Q87DT3	AAO28470.1
P73248	BAA17275.1
Q08742	CAA99513.1
Q08742	AAT92703.1
Q08742	DAA11050.1
A8G2V5	ABV49936.1
C0ZZD2	BAH33717.1
Q5LQ08	AAV95933.1
Q0VKY0	CAL18168.1
B8JBQ2	ACL67660.1
A3D6V2	ABN62465.1
Q2YZA2	CAI82254.1
Q9HQS9	AAG19434.1
Q6HDA6	AAT63708.1
P40853	AAA20195.1
P40853	AAP86168.1
Q1CFC4	ABG19306.1
Q1CFC4	EEO75455.1
Q55D90	EAL72221.1
Q8ZGX6	CAL19811.1
Q8ZGX6	AAM86586.1
Q8ZGX6	AAS61264.1
Q0H8Y0	AAZ67026.1
Q4AA74	AAZ44347.1
Q86AU1	EAL70024.1
Q8EHK0	AAN54289.1
P0CD72	AAC67974.1
A3LTA2	ABN66035.1
B3GYJ4	ACE62225.1
A4Z0S1	CAL79747.1
Q1MBL8	CAK09665.1
A7H8C3	ABS24969.1
Q87E93	AAO28304.1
Q03221	AAA02902.1
Q03221	CAA89879.1
Q03221	CAB15723.1
O74630	BAA33817.1
O74630	CAB51562.1
A6WIE9	ABS06588.1
C3LNH9	ACP06105.1
Q1BWM9	ABF75976.1
Q0HP37	ABI37180.1
P47371	AAC71343.1
P0A3B4	AAN45376.1
P0A3B4	AAP18822.1
A1V3K9	ABM51766.1
Q3BYB2	CAJ22151.1
Q3Z943	AAW40231.1
A6W3T0	ABR73359.1
Q13496	AAC51682.1
Q13496	AAC12865.1
Q13496	BAH12477.1
Q13496	EAW99377.1
Q13496	AAH30779.1
Q54KQ7	EAL63857.1
Q3IJW1	CAI87957.1
P15549	CAA31152.1
C3LED2	ACP14549.1
Q7MGL2	BAC95982.1
A4QJC0	BAF49775.1
A0PR39	ABL04808.1
A8FRF1	ABV35424.1
A6LD84	ABR43648.1
B1VXU5	BAG18561.1
Q39JW0	ABB07256.1
P0A2P0	AAF33472.1
P0A2P0	AAL22764.1
B1X857	ACB03323.1
A1VPX9	ABM37707.1
B1HQB9	ACA39066.1
Q5VST9	CAC44768.1
Q5VST9	CAC85745.1
Q5VST9	CAC85746.1
Q5VST9	CAC85747.1
Q5VST9	CAC85749.1
Q5VST9	CAC85750.1
Q5VST9	CAC85751.1
Q5VST9	CAC85752.1
Q5VST9	CAC85753.1
Q5VST9	CAC85754.1
Q5VST9	CAC85755.1
Q5VST9	CAJ76912.1
Q5VST9	BAB13382.1
Q5VST9	BAB13465.2
A8Z367	ABX30244.1
Q6G0N3	CAF25715.1
A5N867	EDK33498.1
Q8Y664	CAC99914.1
Q8VPD5	AAL13075.1
P33801	CAA48975.1
Q8NMJ7	BAB99969.1
Q8NMJ7	CAF21237.1
Q8FVM9	CAC24696.1
Q8FVM9	AAN33979.1
Q8FVM9	AEM20255.1
A5U8S5	ABQ75425.1
A1RZC5	ABL78555.1
E7KUJ4	EGA80713.1
B5GMG2	EDY47508.1
B5GMG2	EFG04469.2
E4UYQ9	EFR03239.1
P0A197	AAF33420.1
P0A197	AAL22816.1
Q3IGS9	CAI86679.1
Q8TB40	BAB14289.1
Q8TB40	BAG56738.1
Q8TB40	AAH24779.1
O68045	AAC16131.1
O68045	ADE85851.1
A5EXQ5	ABQ13586.1
O33925	AAB87143.1
O33925	AAD36162.1
Q39M27	ABB06489.1
A9ULZ2	AAI57459.1
P0CW09	AAM31290.1
B9DY81	BAH05206.1
Q8EQ73	BAC13796.1
Q2Y6J0	ABB75631.1
P0DM80	AAA27189.1
P0DM80	AAL20159.1
A4WFK9	ABP62489.1
Q833U4	AAO81599.1
Q7MH94	BAC95742.1
Q83RG5	AAN43078.1
Q83RG5	AAP16971.1
Q5XC70	AAT86993.1
B7I2K6	ACJ42708.1
Q30S93	ABB44138.1
Q04BY6	ABJ58036.1
O58247	BAA29599.1
Q04YV8	ABJ79737.1
P12630	CAA86977.1
P12630	AAA34451.1
P12630	DAA08530.1
Q2G9X9	ABD25344.1
B9DPQ7	CAL27700.1
P0CN76	AAA92683.1
P0CN76	AAW46832.1
B4T593	ACF62968.1
C1KVB8	CAS05243.1
B1XM75	ACA98222.1
P48449	AAC50184.1
P48449	BAA09875.1
P48449	AAB36220.1
P48449	CAB42828.1
P48449	BAG59011.1
P48449	EAX09299.1
P48449	EAX09301.1
P48449	EAX09302.1
P48449	EAX09303.1
P48449	AAH35638.1
P48449	CAA61078.1
B1K6C3	ACA93120.1
Q62KL1	AAU48843.1
A0AJS8	CAK21260.1
B2VA52	ACD66825.1
B4SBG6	ACF44020.1
B6IQZ9	ACI97885.1
A4FNI0	CAM05605.1
P24979	CAA43337.1
A4FP60	CAM05835.1
B5Y822	ACI18005.1
Q8Q0K3	AAM29829.1
Q1RGK4	ABE05510.1
Q6LUL1	CAG19014.1
Q8ZYF6	AAL63037.1
A4WHP7	ABP49914.1
Q18H64	CAJ52679.1
Q4WHX4	EAL87481.1
B8E7M2	ACK47344.1
P63932	AAL98429.1
Q72JN8	AAS81080.1
A8YXJ8	ABX26529.1
A6UVV2	ABR56624.1
Q88PJ6	AAN66479.1
O94412	CAA22489.1
Q3M4K7	ABA24079.1
Q9YGL9	CAB38029.1
Q81F73	AAP08701.1
A3PED9	ABO18114.1
P0DMP3	AAL22346.1
P9WPW4	AAK46883.1
Q7VHK3	AAP77561.1
Q9MIY2	AAF74305.1
Q8X239	AAY79944.1
Q8X239	CAC80124.1
A9C0B9	ABX36685.1
C1F7K8	ACO33783.1
A1KIS5	CAL71534.1
Q88A57	AAO54082.1
O47680	AAC00122.1
B7M7H2	CAQ99360.1
A4QEA0	BAF54566.1
Q47KV7	AAZ56915.1
Q0T6B1	ABF03154.1
Q15Q53	ABG41985.1
Q04EQ9	ABJ57063.1
A0L7X4	ABK44067.1
A3QCW8	ABO23316.1
P94362	BAA11725.1
P94362	CAB15904.1
B4TWR3	ACF89843.1
Q7VV88	CAE43070.1
Q46HJ0	AAZ59038.1
Q7VRG7	CAD83321.1
P33508	AAA93545.2
Q1LQB5	ABF07661.1
Q10S32	ABF93863.1
Q10S32	ABF93864.1
Q10S32	ABF93865.1
Q10S32	BAF10813.1
Q10S32	BAS82191.1
Q2JNM6	ABD01633.1
A5FG91	ABQ05778.1
B2Y1V6	ABY26786.1
B2Y1V6	BAH11232.1
Q5AR46	CBF82265.1
