From	To
Q6DB58	UniRef50_Q6DB58
Q72JR7	UniRef50_Q5SJE8
P0A6T5	UniRef50_Q9KLX5
A8M8I3	UniRef50_A8M8I3
A0KYA2	UniRef50_Q6FE58
C3N8R2	UniRef50_Q9YA64
Q7MAW4	UniRef50_Q8A2W0
Q1CSM2	UniRef50_Q5APF2
A5W8F4	UniRef50_Q7VL73
A9H0G9	UniRef50_A9H0G9
Q4A7D1	UniRef50_Q8EW33
B7LWH0	UniRef50_Q32K10
Q3B127	UniRef50_Q8KGD2
A9VQ50	UniRef50_P27876
Q5X709	UniRef50_Q5WYG1
P9WIU7	UniRef50_P0A5M5
B7IFU5	UniRef50_B7IFU5
Q1CGZ2	UniRef50_Q06734
A7NLW9	UniRef50_Q2Y5H8
Q56693	UniRef50_Q9KQI0
B7NE28	UniRef50_Q6CZL3
Q82A84	UniRef50_O68814
A8A3P4	UniRef50_P17845
Q5LRI7	UniRef50_Q163Z1
Q8ZJL6	UniRef50_Q9KNP2
A7HWT2	UniRef50_B9JDU9
Q8CPJ7	UniRef50_Q8RG89
A4G7G3	UniRef50_O69014
B7NBM7	UniRef50_Q9KQC6
Q9Z999	UniRef50_Q9Z999
Q1GZB7	UniRef50_Q3Z4S5
Q0BNA8	UniRef50_A0Q556
A3D6V9	UniRef50_P72241
Q9I6M4	UniRef50_P22256
B9KRP4	UniRef50_O86033
B1MKD7	UniRef50_Q73SP5
B0UU49	UniRef50_A9BNL9
Q128B6	UniRef50_Q5NXR4
A6VQJ6	UniRef50_P32201
Q7UZJ9	UniRef50_Q317X8
Q3M7Z9	UniRef50_B2J2V3
Q2JVI1	UniRef50_P22887
Q1IFL5	UniRef50_Q889Q3
A8FKV6	UniRef50_A8ZRW7
B1WRV7	UniRef50_P23353
P56601	UniRef50_P56601
C4KJF8	UniRef50_Q97WJ1
O83018	UniRef50_Q931U2
B7NHD5	UniRef50_Q6D0C7
A9N9Z2	UniRef50_Q5ZXN7
Q8RFD1	UniRef50_Q8RFD1
Q8RHB5	UniRef50_Q8RHB5
A8G9P1	UniRef50_P58719
C0Q0K9	UniRef50_Q6CZK3
Q1C0I8	UniRef50_Q6D0C7
Q8Q0R2	UniRef50_Q52428
Q39I69	UniRef50_B2SZV1
Q1LTG7	UniRef50_P07691
Q8TXN1	UniRef50_A8ZT68
Q98AV7	UniRef50_Q9PC58
B1L8R9	UniRef50_Q9WZ45
B0V7X3	UniRef50_Q2SKP0
A7ZQ11	UniRef50_P57805
Q02VS6	UniRef50_Q9CDL2
P65722	UniRef50_Q92L66
B0UFU2	UniRef50_C1I202
B3DRX8	UniRef50_B7GR16
Q0HIZ3	UniRef50_Q8EEF1
A8LCM4	UniRef50_Q9X8N6
A4FLL9	UniRef50_P60583
Q8YF86	UniRef50_A6WVU6
Q7U3P1	UniRef50_Q3AUH7
B8FYS8	UniRef50_B8FYS8
B5YZB0	UniRef50_Q8X9Z8
Q142T1	UniRef50_Q142T1
Q9Z9A0	UniRef50_Q9Z9A0
A4QCP1	UniRef50_Q8NRY0
B7JJC8	UniRef50_Q82YY9
A0L8S4	UniRef50_A0L8S4
Q6GIK1	UniRef50_P00644
A8G7R4	UniRef50_Q6CYT9
Q68VX7	UniRef50_Q9ZCH1
Q5V059	UniRef50_D4GW50
P05193	UniRef50_P00811
Q9EVI8	UniRef50_O85063
B8FI62	UniRef50_B8FI62
Q0I248	UniRef50_Q087J1
Q6HC16	UniRef50_Q81K83
B5RCD1	UniRef50_P58485
Q5P2U7	UniRef50_Q87Y35
Q5MZ48	UniRef50_Q6V1L5
O34617	UniRef50_O34617
Q8F6H0	UniRef50_B0S977
B4TKV1	UniRef50_B7VMA4
Q3K4M4	UniRef50_Q9JZF7
Q56037	UniRef50_O34925
Q8F4E9	UniRef50_Q72RC1
Q2FTH0	UniRef50_Q54NE6
Q03X00	UniRef50_Q88WI2
B7MBX7	UniRef50_Q48465
B1I3M7	UniRef50_Q4FST7
Q5P7H5	UniRef50_Q5P7H5
Q9KC71	UniRef50_P39792
A3PXS4	UniRef50_Q73VJ7
Q46LE0	UniRef50_Q3AYS3
A1WS77	UniRef50_A1WS77
Q3APC3	UniRef50_Q9PCF9
P9WFF0	UniRef50_Q2YPD5
Q4L837	UniRef50_O34824
Q72YJ4	UniRef50_Q81K83
B3ECH9	UniRef50_Q8KDS9
C6DG98	UniRef50_Q6CZU4
C6D8Y7	UniRef50_Q6D958
Q7NTK7	UniRef50_Q081U5
Q577P3	UniRef50_Q7CWE8
B2G5N5	UniRef50_A5VI57
O25699	UniRef50_Q9PMT7
A1AI78	UniRef50_Q838L0
A0RIC0	UniRef50_Q6HE47
B3PNH7	UniRef50_Q98QH1
B7GT04	UniRef50_Q8G5L2
A9NC17	UniRef50_Q9KSU7
Q9KII6	UniRef50_O32975
Q92EQ0	UniRef50_Q8Y9X7
A7N1U8	UniRef50_A5F5X3
C5BER5	UniRef50_Q1H280
B1ZEV4	UniRef50_Q2GA32
B1L7A7	UniRef50_B1L7A7
Q9HS81	UniRef50_Q9HS81
P18285	UniRef50_P18285
B5RBK7	UniRef50_A8AER0
A7H9F9	UniRef50_Q21CD0
Q32AB6	UniRef50_P59302
Q3A2N5	UniRef50_C1F540
Q0AHU2	UniRef50_A2SD47
Q39HY9	UniRef50_Q9PC93
B9DV75	UniRef50_Q8DVM4
A1B4Z0	UniRef50_P73911
Q6N8N2	UniRef50_Q6N8N2
A3DJK8	UniRef50_A3DJK8
B0TZA4	UniRef50_B0TZA4
A5UKU6	UniRef50_Q2NEW4
Q2YJN6	UniRef50_P36623
A0RUE9	UniRef50_Q465R0
P57636	UniRef50_Q056X6
B5Z104	UniRef50_Q89A19
B0S1D8	UniRef50_Q8RER7
Q8FXW6	UniRef50_Q89WL0
B6JN17	UniRef50_P77835
Q3K1F9	UniRef50_P37949
Q74IX4	UniRef50_Q74IX4
A7NQA5	UniRef50_A5UY81
B1Z9C6	UniRef50_B6JGU6
B1VFL0	UniRef50_P33675
A9KKT0	UniRef50_C4Z0P7
C1C8I7	UniRef50_Q9CI80
Q8FBS4	UniRef50_Q8XAW8
P30269	UniRef50_P30269
Q0HLF6	UniRef50_P41121
C4KKE6	UniRef50_Q974U1
Q83G46	UniRef50_Q83I20
P65844	UniRef50_B7LBH2
A8F2K6	UniRef50_A8EZT7
P0CH37	UniRef50_P0CH36
A6QJC8	UniRef50_B7K906
Q9KRS6	UniRef50_P73911
Q0RNP9	UniRef50_Q9S2W4
P44464	UniRef50_Q65RH6
Q3AC01	UniRef50_Q3AC01
A7MF19	UniRef50_A1S2T9
Q0SXE3	UniRef50_P36655
Q1QME1	UniRef50_Q89L02
B5F6B6	UniRef50_Q8XAK8
Q8ZAE1	UniRef50_Q9L6R7
B8E5U7	UniRef50_P57897
Q7TVA1	UniRef50_Q7TVA1
B7MIX3	UniRef50_P06173
P0A6G9	UniRef50_Q8EG19
B4EXL1	UniRef50_P33038
Q1GNB4	UniRef50_Q89MV4
A5G2M7	UniRef50_A5G2M7
C3L791	UniRef50_P80886
A9VN99	UniRef50_Q06756
A9NA40	UniRef50_A9KER6
A4JCH4	UniRef50_Q82TD4
Q9WXM1	UniRef50_Q9WXM1
Q886L7	UniRef50_Q886L7
Q4FNH9	UniRef50_Q8UEL1
A9M2N9	UniRef50_Q5F6E9
Q5NZF8	UniRef50_Q5NZF8
Q8FBR2	UniRef50_P05989
Q87A77	UniRef50_Q9PAE7
A0RIQ8	UniRef50_A7GSY1
B7ISZ6	UniRef50_Q06756
B8HY50	UniRef50_Q3AYT2
Q89GB0	UniRef50_O67862
P0C8S4	UniRef50_P0C8S4
A8MLD2	UniRef50_P37870
B1J2B3	UniRef50_Q87WQ8
Q5YNB0	UniRef50_Q9AGJ6
A5IJN0	UniRef50_Q9WZ15
B1LAU0	UniRef50_Q9X255
A8HZA5	UniRef50_A8HZA5
A2RC40	UniRef50_Q8DS36
Q5QKR7	UniRef50_Q0P8W3
Q6LMT4	UniRef50_Q6LMT4
P63588	UniRef50_Q8DUW4
O33756	UniRef50_O33756
Q1BY73	UniRef50_Q5P3M0
P62366	UniRef50_Q8DTQ6
Q8ZN75	UniRef50_Q32D98
B0S9E8	UniRef50_P62465
A4Y732	UniRef50_Q9KRB0
Q87XJ6	UniRef50_Q87XJ6
B0JM14	UniRef50_P77973
C3NHZ9	UniRef50_Q97Z88
B8F7X3	UniRef50_A6SVI6
Q73U92	UniRef50_Q7TWL9
B1ICZ4	UniRef50_Q8Y4I3
Q04KB7	UniRef50_P37949
Q5WT02	UniRef50_Q5ZRS2
B4ET17	UniRef50_Q9KL20
Q30TS3	UniRef50_P56001
Q57JK9	UniRef50_P0C8J7
Q88Z91	UniRef50_B2GFD7
Q73YS2	UniRef50_A0QZY9
Q9Z4Y5	UniRef50_Q9Z4Y5
B1KI25	UniRef50_Q12KD5
Q5ZTZ6	UniRef50_Q8XI67
P65500	UniRef50_Q49617
Q470C6	UniRef50_Q493D4
B1JVG6	UniRef50_C5B7N2
B1Y9N5	UniRef50_Q57751
C0MGT4	UniRef50_Q72DA4
A9KFK6	UniRef50_Q89WB3
Q2A1Z9	UniRef50_A0Q5C2
A5CSL0	UniRef50_Q6AE10
Q7U5E8	UniRef50_P72797
Q2JHM1	UniRef50_P74467
C6DZQ7	UniRef50_Q87VJ9
A4YHV0	UniRef50_A4YHV0
Q0T0K6	UniRef50_Q81VC9
A4T5N4	UniRef50_B1VHK2
Q8TJJ1	UniRef50_Q8TJJ1
Q0BL54	UniRef50_Q14GD9
Q60AP7	UniRef50_Q60AP7
A7MJV7	UniRef50_A0KKD3
Q3SRK4	UniRef50_Q9JZ53
P9WHT8	UniRef50_A0QZ47
A1ADB5	UniRef50_Q8ZNE9
A5IBW8	UniRef50_B7J3F7
Q043V9	UniRef50_P60199
Q2A3C8	UniRef50_Q9A3G8
A1W9F9	UniRef50_Q06734
B7J3Q3	UniRef50_B7J3Q3
A7HZ35	UniRef50_A7HZ35
A1T6P2	UniRef50_P9WNV5
Q8U7B8	UniRef50_Q8FSF1
B9EB69	UniRef50_P77886
Q6MQ60	UniRef50_Q6MQ60
A4SIM5	UniRef50_Q8EK28
Q9CDT4	UniRef50_Q3JZ37
Q130V3	UniRef50_Q07H98
B9DPG0	UniRef50_P80886
B6J3W2	UniRef50_A9WHV4
B4EET3	UniRef50_Q39JJ7
Q3KHE3	UniRef50_Q3Z4S5
A3CKK5	UniRef50_Q8DS08
B8JBS8	UniRef50_Q30T55
B7JK27	UniRef50_O25836
A9AE44	UniRef50_Q6FAP9
B3CUN5	UniRef50_Q9ZDW3
B4SXE1	UniRef50_P06968
Q31U32	UniRef50_Q8X743
Q2T1K6	UniRef50_Q62N15
Q5QWA5	UniRef50_Q9KV30
Q8NX22	UniRef50_O34328
A4G980	UniRef50_Q2Y5Z0
Q5WAV8	UniRef50_A4ILI2
A2BZ74	UniRef50_A2BTR9
Q4UU71	UniRef50_B2FQ70
C1AM86	UniRef50_Q8NRQ2
Q5X6G6	UniRef50_Q5ZWZ6
C1AHL0	UniRef50_P9WMS6
B1L8U5	UniRef50_D0WGK0
Q6GAE8	UniRef50_Q49WI9
Q5HX32	UniRef50_Q9PIZ3
Q1QMP2	UniRef50_Q3SRG9
Q0IAA6	UniRef50_Q7NP63
B0BRU3	UniRef50_B3R401
Q1I5F5	UniRef50_Q5DYC3
Q28LN3	UniRef50_A1AZF2
Q8UJ06	UniRef50_Q8UJ06
A4JDU4	UniRef50_Q83C10
A1VG88	UniRef50_Q72ER6
C3M9Y0	UniRef50_Q1MA75
B8ZQQ1	UniRef50_Q4JW94
Q4UKR1	UniRef50_Q4UKR1
B5ELC2	UniRef50_Q7VUQ4
Q9PJP0	UniRef50_Q5L6Z3
B7UGX6	UniRef50_Q89A19
Q30SW8	UniRef50_O25325
A9R7I8	UniRef50_P27300
P63600	UniRef50_Q5FAD3
B1JE10	UniRef50_A5VXJ2
B0B9Z5	UniRef50_Q9Z7P2
Q87F66	UniRef50_Q4UTQ4
A5V2U6	UniRef50_Q4UK97
A1W588	UniRef50_B9TAD0
A6TM74	UniRef50_A6TM74
A7H6S6	UniRef50_A7H6S6
B7HHL7	UniRef50_O34925
Q8D7G5	UniRef50_Q9KMP4
A7H3N1	UniRef50_Q9PP70
A5VQ63	UniRef50_B2S5B9
Q66DA0	UniRef50_Q7UKI3
A4VN38	UniRef50_A4XXN9
Q9KH19	UniRef50_Q9KH19
Q5V574	UniRef50_Q9HPW5
B1LRA3	UniRef50_Q8FAG4
P44539	UniRef50_P59407
Q1JGM0	UniRef50_Q9CFM3
Q2YLF3	UniRef50_A1BBM5
B8FQT8	UniRef50_Q72C32
Q9PB89	UniRef50_Q8YJ48
Q814Q2	UniRef50_P70999
Q8EZ24	UniRef50_Q8EZ24
Q4L3F9	UniRef50_P37470
A3M741	UniRef50_Q6FA61
Q7U4Z3	UniRef50_P48183
Q0VLR3	UniRef50_Q0VLR3
Q7CKG8	UniRef50_Q7CKG8
B1LJN3	UniRef50_Q8XD39
Q1QXY2	UniRef50_P43335
Q8PV21	UniRef50_Q8PV21
B0SRP1	UniRef50_Q8F3A1
A7ZVX5	UniRef50_P13514
A0L3L9	UniRef50_A0L3L9
Q8VQ84	UniRef50_P06292
B0BCD9	UniRef50_O67528
Q6FYT1	UniRef50_Q8UHW9
B8GNX9	UniRef50_B8GNX9
Q30U93	UniRef50_P28603
P0DJA8	UniRef50_Q6N5P6
Q7N3Q0	UniRef50_Q7N3Q0
Q743Q9	UniRef50_A0R4S7
A5UQL0	UniRef50_A0QWT3
Q045Q2	UniRef50_Q5SL87
P0A3Q6	UniRef50_P0A3Q5
Q5L9G0	UniRef50_Q8A602
Q2YBS6	UniRef50_Q83C10
A2RF09	UniRef50_O34925
Q24MK7	UniRef50_A3DGS4
Q8EVI1	UniRef50_Q8EVI1
Q76G15	UniRef50_Q76G15
Q4FUS5	UniRef50_Q6FG02
A8GI25	UniRef50_P57805
A1WYZ4	UniRef50_Q3SG61
Q9PFD6	UniRef50_Q9PFD6
A5VVX1	UniRef50_Q93S39
A4IQZ4	UniRef50_Q895K3
B6J0H0	UniRef50_A1S7J9
P0AFH1	UniRef50_P0AFH0
P58975	UniRef50_P58975
Q88VN0	UniRef50_O51115
A4XPF3	UniRef50_P39954
Q98NC9	UniRef50_Q89MZ4
Q6ME13	UniRef50_Q9Z9F4
B9LPW4	UniRef50_Q18G60
Q7MT73	UniRef50_Q8ZAP9
Q05205	UniRef50_Q05205
B5RDU6	UniRef50_Q9KTK0
C5CXW9	UniRef50_Q1LIQ4
Q8PCA4	UniRef50_P45055
P14377	UniRef50_P14377
A5FRZ4	UniRef50_Q3Z991
A5TZK6	UniRef50_C0ZUQ6
Q7U7I5	UniRef50_A2CAW2
A9AGN5	UniRef50_B3R6E9
B0TT44	UniRef50_Q081U5
Q4FM55	UniRef50_Q9ZFA4
B7NI81	UniRef50_P66834
B1LWQ5	UniRef50_Q8UE38
B7GJU8	UniRef50_O32213
B1Y6R5	UniRef50_B1Y6R5
Q9Z7K4	UniRef50_O84682
Q7VW29	UniRef50_Q8EDH1
A1U7I4	UniRef50_Q2S6N0
B7MIN5	UniRef50_O66776
C3NZU4	UniRef50_P39821
P9WK18	UniRef50_P9WK18
B8E8T6	UniRef50_Q8EBR5
Q5N568	UniRef50_O06866
Q3Z1Z2	UniRef50_P77150
Q7MYI5	UniRef50_Q5E1R5
Q3B2E2	UniRef50_A4SG26
Q2G669	UniRef50_Q5NQA8
I6Y4D2	UniRef50_I6Y4D2
B0BQ73	UniRef50_A6VM51
Q8P2B4	UniRef50_Q9A196
C3LQQ3	UniRef50_Q9KV60
Q311G6	UniRef50_Q72AN9
B7V467	UniRef50_P37330
A6T739	UniRef50_P57443
C1AL01	UniRef50_A0QS66
A9R8T9	UniRef50_D0Z8E6
Q7MBT9	UniRef50_Q3IDP4
A5UF43	UniRef50_P71374
A1A7V0	UniRef50_Q6D1I1
B7K993	UniRef50_B0JVM6
Q3Z9G0	UniRef50_Q3Z9G0
Q7VN49	UniRef50_Q8E9M0
Q115B3	UniRef50_B7K765
Q2NIR6	UniRef50_Q2NIR6
Q31J61	UniRef50_Q31J61
P23395	UniRef50_P23395
A5UQK6	UniRef50_A5UQK6
Q3KLJ0	UniRef50_Q9Z7S8
B5YXX0	UniRef50_Q9JY99
P48028	UniRef50_P48028
B7MGL2	UniRef50_Q54NE6
A5CXW2	UniRef50_A5CXW2
A1S3A0	UniRef50_Q8EAC7
O67010	UniRef50_O67010
A7FMD7	UniRef50_Q8XA49
Q8Y9G1	UniRef50_Q8Y9G1
A5ERK1	UniRef50_B6JIZ6
B0R7F9	UniRef50_B0R7F9
Q7W3Q2	UniRef50_Q7WF29
A1WX19	UniRef50_P43890
B2U1G7	UniRef50_P36175
Q30PL3	UniRef50_Q9PNC0
Q5F8I7	UniRef50_A6VLV4
B4TN41	UniRef50_Q07VT4
C5BC59	UniRef50_P59302
P59520	UniRef50_P59520
Q2NGR3	UniRef50_Q2NGR3
Q6F0M8	UniRef50_Q6MST3
B4RCL1	UniRef50_P07344
A2RIS0	UniRef50_Q9RYB2
B0BWD8	UniRef50_Q9ZE00
Q7MXN7	UniRef50_Q8A0H8
A4VJS3	UniRef50_Q83BV3
Q1RC77	UniRef50_D0Z8E6
Q9K813	UniRef50_Q8Y6U8
A5UGF8	UniRef50_P0A0U7
A8HUR7	UniRef50_A7IIG5
Q1LS28	UniRef50_Q9PC93
P9WFU5	UniRef50_P9WFU5
Q46HH3	UniRef50_Q7VDY9
Q3K8T8	UniRef50_A4VLZ8
A0B5I7	UniRef50_Q7MV04
A0PVW7	UniRef50_A0R2E1
Q5M641	UniRef50_Q4L784
Q8RJP2	UniRef50_Q8RJP2
P65350	UniRef50_Q87ID3
A1U4B2	UniRef50_Q6FAP9
Q64N73	UniRef50_Q8A4N6
Q1GWB6	UniRef50_A1UR84
A0QVQ5	UniRef50_A0QVQ5
Q39YP8	UniRef50_P60836
A5EY39	UniRef50_A5EY39
A8EZT1	UniRef50_Q9ZCL0
Q9YBD6	UniRef50_Q8Q0M4
B5EVT2	UniRef50_Q9KKM4
B6I6E1	UniRef50_Q7NVN5
Q325V9	UniRef50_Q8X8X8
Q5P5G6	UniRef50_Q5P5G6
C0RFH7	UniRef50_Q92L46
C0R3U0	UniRef50_Q5GSQ1
B1WQW1	UniRef50_Q7V5W1
Q47RF2	UniRef50_Q5SK69
Q8X7B6	UniRef50_Q8ECV0
A4W2M2	UniRef50_O34925
Q8P9P2	UniRef50_Q8P9P2
Q6LVZ5	UniRef50_P05989
B8D865	UniRef50_P77835
Q9YDY8	UniRef50_Q9YDY8
B3E7Q7	UniRef50_Q2RM55
Q13BC6	UniRef50_P37330
A0QR17	UniRef50_P46724
Q1RHE0	UniRef50_Q493D4
Q8DA38	UniRef50_Q87JE4
B0BBW4	UniRef50_O84335
Q1DCV8	UniRef50_Q1DCV8
Q14G66	UniRef50_A0Q7W6
Q5FM60	UniRef50_B2GDT8
Q5KXU2	UniRef50_P22887
A4WCW7	UniRef50_Q5E3U0
B7J0N3	UniRef50_Q0SM65
P30871	UniRef50_P30871
Q2FNQ9	UniRef50_Q2FNQ9
A9QYY6	UniRef50_Q9KQC6
Q3KCB2	UniRef50_Q9L1B1
Q7NQB5	UniRef50_Q7NQB5
A5ESQ5	UniRef50_Q89BP1
Q8RCV9	UniRef50_C1FTW3
B4F225	UniRef50_P44039
B0VBT2	UniRef50_Q6F9M1
P0A9C5	UniRef50_Q3V5W6
Q2FDQ4	UniRef50_Q4L9B6
Q6G335	UniRef50_Q9REQ6
A9KNV9	UniRef50_C4Z030
Q83MC1	UniRef50_P0AC85
B1GZ76	UniRef50_B1GZ76
P60757	UniRef50_Q8X8T4
B9MHX8	UniRef50_Q83C10
Q2LXR2	UniRef50_P37527
O69981	UniRef50_O69981
Q052H8	UniRef50_Q8F5I5
A0KZT4	UniRef50_Q8EHD3
A4W5A8	UniRef50_A7ZUK2
Q8U192	UniRef50_Q8U192
P24702	UniRef50_P24702
A1UMH8	UniRef50_Q9X8N6
B2T6D0	UniRef50_B2JED1
B7NVV2	UniRef50_Q8ZMC4
B1N017	UniRef50_Q8Y5E6
Q6LW07	UniRef50_P21151
Q1LRM9	UniRef50_Q8Y2B9
D1Z199	UniRef50_Q8TJB5
A6LHV2	UniRef50_P44538
B0R9W5	UniRef50_Q5V0E6
Q135W7	UniRef50_Q9I2U1
Q8DRP8	UniRef50_Q02522
A0KEX6	UniRef50_P44807
A3P7Q9	UniRef50_A0LFF8
A1WVT8	UniRef50_Q9A683
B5XZ09	UniRef50_P63633
Q3JR43	UniRef50_Q8EGG1
Q45477	UniRef50_Q81WE4
Q3M8N2	UniRef50_Q55988
B7LQ18	UniRef50_A8AHU0
A3N6P4	UniRef50_Q5ZSN0
Q8E091	UniRef50_A0A0H2ZNL3
Q2KUS6	UniRef50_Q2KUS6
B2VAA6	UniRef50_B2VAA6
B1IGD3	UniRef50_A3DJJ3
A7Z2N8	UniRef50_Q8Y6J9
Q4JCL6	UniRef50_Q97WJ1
A7ZAH8	UniRef50_P42415
O08498	UniRef50_O08498
B7V0Q9	UniRef50_Q4KKQ4
A3MHN9	UniRef50_Q13VC3
Q9V1V9	UniRef50_Q5JJH2
Q63JM0	UniRef50_Q7VTF0
Q3SRI8	UniRef50_Q1QMM1
P17155	UniRef50_P09144
Q5FQ54	UniRef50_Q2RTG6
Q8E4E6	UniRef50_Q5XCU3
Q97NI5	UniRef50_Q9CJ73
A2BUF0	UniRef50_A2BNW8
Q5FAC2	UniRef50_Q9JY06
Q39I98	UniRef50_Q39I98
B0CIR8	UniRef50_B2S868
B0TRS6	UniRef50_P74438
B7L7A0	UniRef50_Q8XD39
B9KD79	UniRef50_Q9PP01
Q92SJ3	UniRef50_Q92SJ3
Q5JEW3	UniRef50_Q9UXT7
Q6LV65	UniRef50_Q8PNY8
B5R6D3	UniRef50_A8AIB0
Q87F19	UniRef50_Q9PGZ6
B7MJ94	UniRef50_Q8ZFS3
A9KBA0	UniRef50_Q8EHC8
B1JSF5	UniRef50_Q9KPY7
C3P178	UniRef50_Q9A6Q5
O29353	UniRef50_O29353
Q4UXY4	UniRef50_Q3JAP1
P75801	UniRef50_P75801
B6EKL8	UniRef50_Q8GR70
Q13E56	UniRef50_Q89WK4
B1W1W0	UniRef50_B1W1W0
B3PEB5	UniRef50_A9WHV4
Q0HWL5	UniRef50_A4Y879
A9WHB1	UniRef50_A9WHB1
Q4UX84	UniRef50_Q8PI89
Q3JAF3	UniRef50_Q88QT6
A3D630	UniRef50_Q8ECV0
Q5LAZ8	UniRef50_Q8ABA9
B2JFE9	UniRef50_Q89VC7
B2SLU1	UniRef50_Q9PBJ1
Q58931	UniRef50_Q58931
B2ILW9	UniRef50_P0DB02
Q5GTI3	UniRef50_Q3YQX7
C1DRM1	UniRef50_C1DRM1
A3N148	UniRef50_Q9KPS5
O52402	UniRef50_P0AB72
B2JK72	UniRef50_Q8ZBT8
Q2JP15	UniRef50_A5GM62
Q255G8	UniRef50_Q9Z6L5
Q03AC0	UniRef50_C6BSE9
Q8ZJJ4	UniRef50_P43772
Q02SL1	UniRef50_Q21F93
A8FDI9	UniRef50_Q81JG8
A6WRX8	UniRef50_P44007
C0Q9S7	UniRef50_B5EHA6
Q65TQ0	UniRef50_Q8EER9
A1A8P3	UniRef50_P0A6G6
C3LSP1	UniRef50_Q9CNJ3
P9WP18	UniRef50_Q73W21
A5EW83	UniRef50_Q5QUS3
A8AQ28	UniRef50_Q9KIP8
Q7A4Q5	UniRef50_Q9KF37
C4KGX1	UniRef50_Q97ZE2
B1LP93	UniRef50_Q8FF08
B7NUA6	UniRef50_P69737
O29458	UniRef50_O29458
Q883H9	UniRef50_Q83C10
Q7TV48	UniRef50_Q0IC75
B0BB18	UniRef50_O84035
B5YE18	UniRef50_B8E259
Q3M9U1	UniRef50_Q604D9
A8YTD2	UniRef50_P22250
Q7VBM9	UniRef50_Q7NCG8
Q7MX09	UniRef50_Q7MX09
Q99RW4	UniRef50_Q49ZN0
C1KWF9	UniRef50_P54154
Q2Y8L6	UniRef50_A1WWI7
P0DA79	UniRef50_Q99Y66
P64251	UniRef50_B7VMA4
B4TJ47	UniRef50_A5F8N2
B2IBU5	UniRef50_Q9RQF8
Q7V293	UniRef50_A5GSH0
Q1GIZ8	UniRef50_Q5GTS0
O86415	UniRef50_P08308
A5N6V8	UniRef50_Q899M5
A4VPB6	UniRef50_Q888B8
P65793	UniRef50_P17856
Q9K6Z1	UniRef50_O34520
Q9K9H8	UniRef50_O34981
B5ZN93	UniRef50_Q8UFL3
C0QVL4	UniRef50_C0QVL4
P0A6L0	UniRef50_Q8ZIQ4
Q8CTR6	UniRef50_Q8CTR6
B0VNL8	UniRef50_Q88B43
Q0ADW4	UniRef50_Q82XZ6
A1BJB6	UniRef50_Q8KAM6
Q5XCU7	UniRef50_P0C2T7
A0QI32	UniRef50_P0A5M7
Q92C34	UniRef50_P13267
O67209	UniRef50_O67209
A6WID2	UniRef50_Q8E9P8
B1LNK7	UniRef50_O66776
B9E716	UniRef50_O32053
Q9CG17	UniRef50_Q9CG17
B5XM06	UniRef50_A8AXY8
B2S5X5	UniRef50_Q4UK97
E3VWI8	UniRef50_Q82IY7
Q1IZE7	UniRef50_P25126
O67766	UniRef50_O67766
Q8PUX3	UniRef50_Q8TRK8
B7M8Z2	UniRef50_Q8XAV0
Q0TKJ7	UniRef50_A4W7B5
Q02XL9	UniRef50_Q9CF34
Q7WNU4	UniRef50_B2JCN4
B2I1H8	UniRef50_Q6F717
P31813	UniRef50_P31813
A8GT85	UniRef50_Q92GV0
B4TFF2	UniRef50_Q8FAG4
B2VE16	UniRef50_P56220
Q9AA39	UniRef50_Q9AA39
F1SVH7	UniRef50_F1SVH7
Q0BI26	UniRef50_B4EDZ8
P26420	UniRef50_P26420
Q8CXS6	UniRef50_Q8CXS6
A4G0E3	UniRef50_P61730
A0QPD4	UniRef50_A0QPD4
A3D5B0	UniRef50_Q8EFB5
A2BT77	UniRef50_Q7UZZ2
C3L0R6	UniRef50_A0PYZ1
B2FKE4	UniRef50_Q9PB58
Q1LS20	UniRef50_Q7V9P3
B2TWC8	UniRef50_Q87V01
Q48MF3	UniRef50_Q887M4
A7ZIN5	UniRef50_Q8XD39
A8F4Y8	UniRef50_A8F4Y8
C4K8M3	UniRef50_Q887B0
P0C100	UniRef50_Q9R4E4
B7MHL6	UniRef50_Q8XEA7
B3PRB1	UniRef50_Q8UHK1
Q164R7	UniRef50_Q8YIY0
Q1JM69	UniRef50_O34925
A2RFE3	UniRef50_Q5XD01
B9IX36	UniRef50_P58824
A9HY11	UniRef50_Q7VU67
Q7VF72	UniRef50_O25002
P71534	UniRef50_P71534
Q8PU59	UniRef50_Q8PU59
Q9CL97	UniRef50_P45048
A5FS65	UniRef50_Q3Z9G0
C1C7Q3	UniRef50_Q8CWR0
B4RGS2	UniRef50_Q9A6J5
B7HNU0	UniRef50_P54523
P57323	UniRef50_Q493D4
A7I4D4	UniRef50_Q8THJ9
B8F6X2	UniRef50_Q07VT4
A9N2J6	UniRef50_Q87RT2
Q58432	UniRef50_Q58432
A1QZM7	UniRef50_A1QZM7
P9WGK9	UniRef50_P9WGK9
Q0VPK2	UniRef50_Q0VPK2
Q577Z8	UniRef50_Q89K19
Q2NR28	UniRef50_Q8ZKF6
Q87HT6	UniRef50_Q6LP67
O27937	UniRef50_O27937
A7X424	UniRef50_Q6GFF9
Q7NQS0	UniRef50_Q7NQS0
C3PFN8	UniRef50_P35868
B2HQV2	UniRef50_A0QQZ8
Q848I5	UniRef50_Q9HV68
B0RSH9	UniRef50_B2FK22
Q5HUR3	UniRef50_A8FLU4
